,prompt,expected_completion,actual_completion
10944,"Batik 123 Broadway, Seattle, WA, 98122 Call Now - show contact info x 48 OR Text 48 to show contact info to contact our team. Want more information on this unit? See link (below): <URL> Home in Harmony 1 bedroom | 1 bath | 741 square feet Apartment Features: ✓  A/C* ✓  Walk-In Closets* ✓  Stainless Steel Appliance Package ✓  Large Soaking Tubs ✓  Balconies and Patios* ✓  Puget Sound views* ✓  Hard-Surface Flooring ✓  Built in Pantries ✓  Quartz Countertops ✓  High Efficiency, Front Loading Full Size Washer and Dryer ✓  Custom Roller Shade Window Coverings ✓  Mt. Rainier and City views* ✓  Stainless Steel Appliances Community Features: ✓  Rooftop BBQ ✓  Community Kitchen ✓  Dog Run/Pet Friendly ✓  Fitness Center ✓  Resident Lounge Community Info: Batik is home in harmony with community, nature and neighborhood. A dynamic part of the new Yesler, bringing together all walks of life for work, life and play. Located on the new streetcar line, Batik is minutes to downtown, Pioneer Square and Capitol Hill. Home to a future 1.8-acre central park, three pocket parks, a half-mile green loop and dedicated city gardens, Yesler feels less like high-rise city living, and more like a friendly, down-to-earth neighborhood. Soon to be yours to call home. Office Hours: Monday-Friday:10:00AM-6:00PM Saturday-Sunday:11:00AM-5:00PM We do not accept Comprehensive Reusable Tenant Screening Reports as defined by and pursuant to RCW 59.18. Equal Housing Opportunity vx6AIuNXUt Is rent cheap, average, or expensive? <SEP>
", expensive, average
10275,"Elara at the Market 2134 Western Avenue, Seattle, WA, 98121 Call Now - show contact info x 1 OR Text 1 to show contact info to text our team. Interested In This Unit? Use this link for more details: <URL> Welcome Home to Elara at the Market This is a 1 Bedroom, 1 Bath, Approximately 499 Sq. Ft. Our touring schedules and operating hours may vary as we continue to follow local phased opening guidelines and direction from local health officials. Please visit our community website for up to date information. Exquisite views. Enviable amenities. Energy efficient. Simply put, Elara at the Market has it all. Our Studio, 1 Bedroom, 2 Bedroom and Penthouse apartment homes offer open floor plans with modern appliances and upscale amenities to simplify your life. Our community is also pursuing LEED Gold certification, which means we’ve integrated energy and water-saving measures to help our environment. But what truly sets us apart are our extravagant amenities, from our rooftop deck, fitness center, and bike room. Here, it’s all about the small details that make a big difference in your life. Pet Policy Max 2 allowed Restrictions: Breed Restrictions Apply Office Hours: Monday-Friday:9:00AM-6:00PM Saturday and Sunday: 10:00AM-5:00PM We do not accept Comprehensive Reusable Tenant Screening Reports as defined by and pursuant to RCW 59.18. yJhA6V1a1wyD Is rent cheap, average, or expensive? <SEP>
", cheap, average
5139,"Sequel 1900 1st Avenue, Seattle, WA, 98101 Want more information on this unit? See link (below): <URL> Call Now: show contact info x 25 OR Text 25 to show contact info to text with us. Every Good Time Deserves a Repeat! This is a 1 Bedroom, 1 Bath, Approximately 634 Sq. Ft. At Sequel, we take Seattle Apartments to the next level. We emphasize the urge to replicate a good experience by living your life to it's fullest, always having fun and turning your days into timeless adventures. We are providing a new community that follows through and makes our residents feel fulfilled in the place that they have chosen to call home. Living at Sequel in the heart of downtown Seattle, you will be a short walk from Pike Place Market, easy access to bus lines and walking distance to local companies including Zillow, Amazon and Porch. Enjoy all Seattle has to offer at Sequel featuring world class amenities and a location-centric lifestyle. In the hub of Belltown, business and fun are at your fingertips. Walk outside to an array of local restaurants featuring Tom Douglas and other happy hour hot spots. Be sure to ask about our concierge and housekeeping services to supplement your living environment. Features - Custom Cabinetry - Soaking Bathtubs - Gas Hot Water - Open Layout - Wall-to-wall Plank Wood Flooring - Exposed Ceilings - In-Vanity Lighting - Dishwasher - Designer Quartz Countertops - Full Size Washer & Dryer - Wall Mounted Air Conditioners - Floor-to-Ceiling Windows - Chef-style Kitchens - Refrigerator with Water & Ice Dispensers - Energy Star Stainless Steel Appliances Community Amenities - Discounted Hotel Services - 24-hour Rooftop Patio - Parcel Delivery Service - Dog Walking Reservations - 24-hour Dog Run - 99 Walk Score - Guest Hotel & Parking Discounts - Controlled Access Features - 100 Transit Score - Peloton Bikes - Room Service - 24-hour Fitness Center - Housekeeping Service - In-Residence Spa Massage - Personal Training Services - Discounted SAC Membership - Dry Cleaning Service - Preferred Rooftop Bar Seating - 24-hour Valet Parking - 24-hour Concierge Service - Pet Friendly Driving Directions Are you driving from South Seattle? Take EXIT 164A and stay to the LEFT. Exit to MADISON St. Keep to the left to continue onto 7th Ave. Take the first RIGHT onto SPRING ST. and a LEFT onto 8th Ave. Follow 8th Ave. to Stewart St. and make a LEFT. The Thompson Hotel and Valet Parking is located at the intersection of 1st Ave. and Stewart St. Are you driving from North Seattle? Take EXIT 166 to Stewart St. The Thompson Hotel and Valet Parking is located at the intersection of 1st Ave. and Stewart St. Office Hours Monday-Friday:9:00AM-6:00PM Pet Policy Sequel is a Pet Friendly Community and located near pet supply shops! Ask us for more details! Income Requirements: 3x Monthly Rent Verifiable We do not accept Comprehensive Reusable Tenant Screening Reports as defined by and pursuant to RCW 59.18. fx3UwflR Is rent cheap, average, or expensive? <SEP>
", average, average
5537,"Ballinger Court 22707 76th Ave. W, Edmonds, WA, 98026 Call Now - show contact info Use the link below for more details: <URL> 1 & 2 BEDROOM APARTMENT HOMES FOR 61+ This is a 1 Bedroom, 1 Bath, Approximately 454 Sq. Ft. Ballinger Court is pleased to offer affordable senior living (income restrictions apply). Settle into comfortable living at Ballinger Court, an affordable senior apartment community offering 1 and 2 bedroom floor plans. Ballinger Court is set in the desirable city of Edmonds, known for its thriving art scene and incredible scenery. Well-designed floor plans offer the ideal space for entertaining or relaxing. We’re just minutes from Lake Ballinger, offering abundant trails and endless beauty. Or head to historic downtown Edmonds to wander through art galleries, take in a show at Edmonds Center of the Arts, or sample fresh northwest cuisine. When it comes to convenience, we have you covered, too. Grocery stores, pharmacies and Swedish Edmonds Hospital are all within easy reach. Plus, convenient access to public transit, I-5, and WA-99 makes connecting to attractions and resources throughout greater Seattle a breeze. Pet Policy Pet friendly - Puppies and kittens welcome (breed restrictions apply). Please visit our website for additional details. Office Hours: Monday-Tuesday: 10:00AM-6:00PM Wednesday: 11:00AM-6:00PM Thursday-Friday: 10:00AM-6:00PM Saturday/Sunday: CLOSED Photos on this ad may not reflect all floorplans. Advertised pricing and availability are subject to change without notice and cannot be guaranteed. Photos on this ad may not reflect all floorplans. Advertised pricing and availability are subject to change without notice and cannot be guaranteed. 471KsN81 Is rent cheap, average, or expensive? <SEP>
", average, expensive
6406,", Tacoma, WA 98424 Revive is a renovated apartment community located in Fife that gives you the modern feel of downtown living at a more affordable rate. With close proximity to shopping, dining, entertainment, and transportation, you have everything at your fingertips. Our community also offers great amenities like a spacious resident clubhouse, fitness center, and sparkling outdoor swimming pool. Apartment Features: Stainless Steel Appliances In-Unit Washer & Dryer Window Coverings Wood-Like Flooring Additional Storage Wood Burning Fireplace Community Features: After Hour Security 7 Days a Week Zero Deposit Community Reserved Parking Covered/Uncovered Outdoor Swimming Pool BBQ Area Public Transportation Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", cheap, average
8899,"Luxury Apartments in Maple Valley! Beautiful garden-style community 1 bedroom 1 bath available NOW! Give us a call or click to schedule a tour! Interior Apartment Finishes include: - White Stone Countertops - 18-foot Vaulted Ceilings - Full-size, in-unit Washer and Dryer - Corner units with TONS of natural lighting - Stainless Steel Appliances Amenities: - Seasonal Outdoor Pool & Hot Tub - 24-hour Fitness Center - On-site Storage Units - Private Detached Garages available - Amazon Hub Locker - On-site Management do NOT contact me with unsolicited services or offers Is rent cheap, average, or expensive? <SEP>
", average, average
8453,"4 weeks free! Landmark Living. A Timeless Experience. Ruth Court is a timeless entity originally built in the late 1920's and opened January 2017. Its exposed brick and historic neighborhood, together with our modern-day architecture and contemporary designs, make for the perfect landmark living experience. Ruth Court offers brand new and beautifully designed studio, one-bedroom, and two-bedroom homes, each carefully crafted with its own unique features. Find the home perfectly built for you. Call Now: show contact info x 129 OR Text 129 to show contact info to text us. Interested in more information? See link below: <URL> This is a 1 Bedroom, 1 Bath, Approximately 629 Sq. Ft. Features - Washer/Dryer - Stainless steel Energy Star appliances - Wood laminate flooring in all homes - High ceilings and doors - Expansive balconies and/or patio* - Large Closets* - Cable Ready - Quartz Countertops Community Amenities - Fire Pit - Rooftop Deck - On-Site Management - Courtyard - Two blocks from Miller Community Center with access to a gym and basketball court, recreational programs, and meeting rooms - Pet Spa/Dog Wash - On-Site Maintenance - Two miles from Madison Park community and beach - Electric Car Charging Stations - 91 Walk Score, 71 Bike Score - Walking Distance to local Gyms and Grocery Stores - Package Room - Garage Parking - Comcast Fiber, Wave G, Direct TV ready - Minutes from Volunteer Park - Bike Storage - Controlled Access/Gated Pet Policy We are pet friendly! Contact us for details. Office Hours Tuesday: 9:00AM-6:00PM Thursday: 9:00AM-6:00PM Ruth Court 123 18TH AVE EAST, Seattle, WA, 98112 aQgrVZcD2 Is rent cheap, average, or expensive? <SEP>
", expensive, average
9866,"The Groves 10811 SE 239th Pl, Kent, WA, 98031 Use this link for more information: <URL> Call Now: show contact info x 112 Live in Spacious Kent, Wa Apartment Homes. This is a 1 Bedroom, 1 Bath, approximately 670 Sq. Ft. Part of you loves quiet mornings on the deck, tranquil walks through the trees and a soak in the sparkling pools. A part of you craves action and excitement from the state-of-the art fitness center with indoor activity hub, outdoor basketball court and picnic area with barbecue's. All that you want, all that you love; put together piece by piece, to create the ideal place to live. Features - Office - Walk-In Closets - Cable Ready - Kitchen - Window Coverings - Microwave - High Speed Internet Access - Refrigerator - Disposal Community Amenities - Basketball Court - State of the Art Fitness Center w/ Indoor Activity Center - Modern Clubhouse w/ Lounge Area and TV - Covered Parking Available - BBQ/Picnic Area - Business Center w/ High Speed Internet - Fenced Dog Park w/ Seating Area - Multi-Use Sports Court and Playground - On-Site Laundry Facility Office Hours Monday-Friday:9:00AM-6:00PM Tuesday & Thursday:10:00AM-6:00PM Saturday:10:00AM-5:00PM Sunday:12:00PM-5:00PM Pet Policy Dogs and Cats Allowed. Photos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions. qY2ObrUHA69l Is rent cheap, average, or expensive? <SEP>
", expensive, average
741,"Bogtown Flats 9039 Greenwood Ave N, Seattle, WA, 98103 Use the link below for more details: <URL> Call Now: show contact info x 9 OR Text 9 to show contact info to text our leasing team. A Warm Familiarity and a Bit of the Unexpected. This is a 1 Bedroom, 1 Bath, approximately 628 Sq. Ft. From humble beginnings to its mainstay as one of Seattle’s best neighborhoods for dining, shopping, or simply grabbing a beer, you’ll be excited to call Bogtown Flats home. Named after the neighborhood’s boggy beginnings, these brand new apartments bring you unrivaled access to the community you love. At Bogtown Flats, we have an array of amazing amenities that are open! The Bourbon Lounge is the perfect spot to hang out with other residents or invite your friends over for a game night. Our rooftop decks has views of Olympic Mountains, community BBQ's, yoga space, fire pits, and plenty of room to kick back with a book or beer. The Star Lounge is a spot to host your next book club or community dinner! Whether you are new tenant looking to move in or a current resident, we will take care of you through every step of your stay with us! Features - Built-In Bookshelves - Walk-In Closets - Loft Layout - Hardwood Floors - Office - Bay Window - Linen Closet - Views - Dining Room - Vaulted Ceiling - Double Pane Windows - Window Coverings - Floor to ceiling glass windows - Large Bedrooms Community Amenities - Lofts available - Bike storage room and repair station - Pet spa perfect for pampering your furry friend - Rooftop Deck - 24/7 state-of-the-art fitness loft - Star Lounge - Incredible Views - Live/Work Spaces - Chef islands in homes - Bourbon Lounge - Private Decks Driving Directions Call for directions Office Hours Monday-Friday: 8:30AM-5:30PM Pet Policy Maximum of 2 Pet(s) with Dog/CatPet Rent PRICE monthly. PRICE Pet Deposit. Must Be Spayed/Neutered Max Weight 35lb each Income Requirements: All applicants must have a combined gross monthly income of at least 2.5 times the monthly apartment rent. 3qhMEc6w Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
5826,"To schedule a tour We now book our tour appointments online! Please call or text us at show contact info to self-schedule from your phone! Book your appointment online today or anytime 24/7! Property Description Polaris at SeaTac is a brand new community in the SeaTac area, with a high focus on enhancing our resident’s way of life. Our purpose is to be more than just an apartment community. We want to provide a lifestyle for our residents that fosters ongoing education, holistic health enhancements, personal assistance, and preventative support. Our team at Polaris is committed to providing a home that is safe and supportive. Offering Studio, 1, 2, and 3 bedroom homes, we are the perfect place to learn, grow, and thrive. Living at Polaris you’ll find yourself just minutes from shopping, dining, schools, and transit. There’s so much to discover at this affordable community in the heart of SeaTac! Let us be your guiding star. ***Section 8 Vouchers Welcome*** Details Availability date: Today Pets: Cats, Small Dogs (< 25lb) Pet notes: Pets AllowedRestrictions: Restrictions Apply Deposit: PRICE On approved credit Leasing options: 12 months Leasing notes: 1 Person 2 People 3 People 4 People 5 People 6 People  PRICE PRICE PRICE PRICE PRICE PRICE Application fee: PRICE Amenities Included in Utilities Cost: Water, Sewage, Garbage Utilities Cost: Laundry: Parking type: Garage Parking notes: 125 Monthly Appliances: Dishwasher, Refrigerator, Microwave, Range/Oven Exterior: Sprinkler system Heating/cooling: Ceiling fans Wiring: Facilities and Recreation: Clubhouse, Playground, Barbecue, Business center Security and Access: Elevator, Controlled access, Disability access Views: City, Mountain Additional features: Non-Smoking Property Offered by: Polaris at SeaTac Equal Housing Opportunity Is rent cheap, average, or expensive? <SEP>
", cheap, average
5685,"Cozy Up In Your New Home Call Now: show contact info Station Nine 16720 6th Ave W , Lynnwood, WA, 98037 Want more info? See the link below: <URL> This is a 1 Bedroom, 1 Bath, Approximately 668 Sq. Ft. NEWLY Renovated homes.. GET EXCITED TO SHARE THE UNIQUE CHARM AND QUALITY of our apartment homes at an affordable price. Experience the beauty in hot air balloon country and SkyKomish River. Perfect location will ensure you a quick commute. You will be proud to call Station 9 your new home. Features - Open kitchens - Wood burning fireplaces with Mantel - Storage - Private decks/patios - Full size washer/dryer Community Amenities - 24-hr Fitness Center - Club House - Wi-Fi - Pool Side BBQ - Outdoor Pool - Playground - Cable/Satellite - Covered Outdoor Seating w/ Fireplace Pet Policy Qualified pets welcome Driving Directions From I-5, take the 164th St. S.W. exit (#183). Turn East onto 164th St. S.W. and drive about 3/4 of a mile to 6th Ave. W and turn right. Station 9 is ahead on the right. Office Hours Mon, Wed, Fri: 9:00am-6:00pm Tue, Thur: 10:00AM-6:00PM Saturday 10:00am-5:00pm Sunday - Closed Photos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions. Equal Housing Opportunity IVDznFAef2S Is rent cheap, average, or expensive? <SEP>
", average, average
7941,"The Amesbury 13739 Linden Ave N, Seattle, WA, 98133 More unit details at: <URL> Call Now: show contact info x 54 OR Text 54 to show contact info to text our team directly. Welcome Home to The Amesbury This is a 1 Bedroom, 1 Bath, approximately 636 Sq. Ft. Welcome Home to The Amesbury – a visionary community of one and two-bedroom apartment homes that epitomize refined living. Our open-concept floor plans offer both style and convenience, while our amenities here at Amesbury Court provide opportunities for rejuvenation, relaxation, and enjoyment. Browse to learn more and see what else our Seattle, WA apartments for rent have to offer. Contact our leasing team today to schedule a tour! Features - Open-concept Floor Plans - Renovated* *In Select Units Community Amenities - Gate - Garage - On-site Maintenance - Elevator - On-site Management - High Speed Internet Available - Storage Space Office Hours Tuesday-Friday: 9:00AM-6:00PM Saturday: 10:00AM-5:00PM Pet Policy Cats and Dogs Ok Max Weight of Pets: 25 Pet Monthly Rent Max: PRICE Pet Rent Basis: Per Pet Max Number of Pets: 2 Pet Deposit Min/Max: PRICE - PRICE Pet Policy Fee Min/Max: PRICE - PRICE Please call our Leasing Office for complete Pet Policy information. V2MHk5CrX Is rent cheap, average, or expensive? <SEP>
", average, average
10350,"Welcome to HANA Apartments Rental Information Pricing: PRICE/Month | 1 Bedroom 1 Bath | 500 - 501 sq ft Lease Term: 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month Look and Lease Special - Up to 9-weeks free on all available homes for new residents. Must lease within 48-hours of your tour to receive the offer. Additional lease terms and restrictions apply. Please contact the leasing office for more info. Apartment Amenities ◾ Brand New Appliances ◾ Energy Efficient ◾ Hard Surface Counters ◾ Kitchen ◾ Large Windows ◾ Modern Finishes ◾ Smart Layouts ◾ Wi-Fi ◾ City Views in Select Homes ◾ Hardwood Style Flooring ◾ Rentable Washer and Dryer ◾ Washer and Dryer Hook-Ups ◾ Water View in Select Homes ◾ Water, Sewer, and Trash Included in Rent ◾ Wood Inspired Flooring Community Features ◾ 3-Star Built Green ◾ Bike Storage ◾ Controlled Access ◾ Controlled Access Building ◾ Lounge ◾ Online Leasing ◾ Onsite Maintenance ◾ Onsite Management ◾ 24-hour Emergency Maintenance ◾ Accepts Electronic Payments ◾ Barbecue Pits for Cooking Out on the Roof Deck ◾ Controlled Access Bike Storage ◾ Controlled Access Rentable Parking ◾ Convenient State of the Art Laundry Rooms ◾ Resident Lounge and Full Kitchen with WiFi located off the Roof Deck ◾ Roof Deck with City and Water Views About Community Description: Part of the Your Tour, Your Way™ program. It's your apartment and you are welcome to tour in a way that makes you feel most at home. Whether you prefer to take a self-guided tour on your own, be accompanied by one of our leasing professionals, or take a live video tour from the comfort of your home, we have options that will work for you! Location: 101 6th Ave S Seattle, WA 98104 show contact info Office Hours: Mon - Fri: 10:00 AM - 6:00 PM Sat: 10:00 AM - 5:00 PM Additional Information Pet Policy: HANA Apartments is a pet-friendly community. We allow two (2) pets max per household. PRICE/pet rent and a PRICE pet deposit. Weight limit: 25 lbs. Website: <URL> Our Management Company: Security Properties EQUAL HOUSING OPPORTUNITY SPRCL39 832BECC5B8F24253 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
11754,"Ask about our Specials! Crew 8228 Green Lake Drive N, Seattle, WA, 98103 Want more information? Follow this link: <URL> Call Now - show contact info x 24 OR Text 24 to show contact info to text our team. Live at CREW! 1 Bedroom, 1 Bath | Approximately 508 Sq. Ft. 508 Community Info: Now Leasing Green Lake Seattle, WA Apartments! Our apartments in Green Lake, Washington are located in one of Seattle’s most sought-after neighborhoods. It’s a great place to walk, to bike, to meet people and make friends. People come from all over the city to walk, run, bike or rollerblade around the Lake’s 3.3-mile paved pathway. Two swimming beaches, sports courts, and boat and paddleboard rental make it easy to get out on the lake and enjoy even more fun. CREW Apartments in Green Lake, Seattle is located in the most convenient spot! The lake is ringed by small boutiques, bars, bistros, restaurants and coffee shops. And just a block or two away, the atmosphere transitions to quiet, Seattle craftsman-style residential neighborhoods. Now, we are proud to announce that CREW is now open and leasing! Our well-designed 70-unit apartment community will be located at the northwest corner of Green Lake Park. Picture your new life. Walking to meet friends at Green Lake. Enjoying a morning paddle around the Lake or boarding the RAPIDRIDE to zoom downtown. It will all be right outside your front door! Call today to learn more about our fantastic community of Green Lake apartments in Seattle! This is simply an amazing place to live! Unit Highlights ✧  Stainless Steel Appliances ✧  In Unit Washer & Dryer ✧  Tour Today ✧  Fiber Internet ✧  Walk-In Closets ✧  Individual Heating ✧  Air Conditioning and Ceiling Fans ✧  Dishwasher + Full Kitchen Package *Personal Water Heater *Smoke Free *Double Pane Windows Community Highlights ✧  Views of the DT Seattle Skyline, Puget Sound + the Cascades ✧  Neighborhood bars, bistros, and baristas! ✧  A Must See ✧  Bike Storage & Repair Station ✧  Live/Work options ✧  Walk or bike to shopping, dining, and entertainment ✧  Landscaped grounds and courtyards ✧  Rooftop gathering and entertaining spaces ✧  Consider Green Lake Park as your front yard! Office Hours Monday-Friday: 9:00AM-6:00PM Pet Policy Pet Policy If you have pets, they are welcome at Crew*. *Some breed/weight restrictions apply Income Requirements This is a MFTE home. You must income qualify for this home. Equal Housing Opportunity yTXTO4HJiNI Is rent cheap, average, or expensive? <SEP>
", average, cheap
6246,"Bedrooms: 1 Bathrooms: 1 Square Feet: 526 Address: 3000 South Alaska Street Discover the endless amenities at Sonata! The unique Sky Lounge features fire-pits, BBQ’s, TV’s, and lounge seating. The impressive indoor movie theater is the perfect place for movie and game nights. On-site storage is available, along with a convenient heated bike storage room. The chic apartment homes feature designer interiors and upgraded finishes and appliances. Come discover inspired living at Sonata! Amenities Include: Rooftop BBQs for Grilling and Dining Under the Stars Rooftop Dog Park Ceiling Fans 24-Hour Fitness Center Indoor Theater for Movies and Game Night Sky Lounge Fire Pit and Views of Mount Rainier Wood Laminate Flooring Welcoming Entry Plaza to Impress Your Guests Steps Away from the Light Rail On-Site Storage Units Available Garage Parking Balconies Call: show contact info For more information, visit us at: <URL> *Pricing, availability, and specials are subject to change without notice. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", cheap, average
618,"VIEW OUR WEBSITE: <URL> Looking to relocate to Renton, WA? Look no further than Cascadia at Fairwood Landing. Call for leasing details! This one bedroom one bathroom apartment features a fully equipped kitchen, entry closet, washer/dryer, and a patio/balcony! Cascadia at Fairwood Landing, managed by Sack Properties 14121 Southeast 177th Street Renton, WA 98058 show contact info Community Features * Spa * Easy Freeway Access * Sun Deck * Minutes from Restaurants, Shopping, and Much More * Swimming Pool * Fitness Studio * Professionally Managed Is rent cheap, average, or expensive? <SEP>
", expensive, average
3411,"Surrey on Main 10777 Main St , Bellevue, WA, 98004 Use this link for more information: <URL> Call Now: show contact info x 66 OR Text 66 to show contact info to contact our leasing team. Welcome to Surrey On Main This is a Studio, 1 Bath, approximately 619 Sq. Ft. Find your serenity within at Surrey on Main. Caught between urban and residential Bellevue, Surrey on Main is a haven for those who live here. Color and white space balance for inspiration and relaxation simultaneously. History hidden in plain sight rewards curiosity while everyday elegance creates a sanctuary in our busy, bustling world. Inside each home, warm, wood-style plank flooring juxtaposes tones of gray and black in the quartz countertops, black metal accents, and dark pendant lights. A canvas of clean lines and warm light, the space is waiting to become your own. Surrey on Main’s community spaces are plush and polished, but you’re still free to put your feet up after a long walk. After all, this is your sanctuary. Features - Kitchen - Oven - Air Conditioning Community Amenities - Rooftop Patio - 24 Hour Availability - Bike Wash - Fitness Center - Community Lounge - Car Chargers - Dog Wash - Package Room Office Hours Tuesday: 9:00AM-6:00PM Thursday: 9:00AM-6:00PM Saturday-Sunday: 9:00AM-6:00PM Pet Policy Cats and Dogs Allowed Photos and/or floor plans shown are representational and may not depict the exact layout or features of the available unit. If currently occupied, the individual unit you've selected may not be available to tour. Please contact our leasing team with any questions. 9O8reuv5UMR Is rent cheap, average, or expensive? <SEP>
", average, expensive
6081,"At Capitol City on the Course in Lacey, Washington, you have big choices when it comes to your active leisure time: swimming, golfing, working out, shooting hoops, or a game of squash; and afterwards relaxing in the spa. Comfort and style continue in your home. Many of the one, two and three bedroom homes offer Mount Rainier or lush golf course views. Complementary comforts include a custom tiled fireplace with a handsome mantel, the convenience of your own washer and dryer and built-in microwave, generous storage and interior colors in a complimentary spectrum. The community is close to shopping, restaurants and freeway access. For activities, relaxation, comfort and major conveniences - it's Capitol City on the Course. -Storage Units available -Assigned Covered Parking -Dishwasher -Sun Decks -Pool -RV Parking available -Washer and Dryer in every apartment -Fitness Center -Refrigerator -Detached Garages available -Clubhouse -Ceiling Fan Call: show contact info For more information, visit us at: <URL> *Equal housing opportunity* Is rent cheap, average, or expensive? <SEP>
", average, average
981,"420 West Smith Street, Kent, WA 98032 Experience the perfect blend of style, comfort, and urban living at The Platform Apartments in Downtown Kent, WA. Choose from our studio, one and two-bedroom floor plans. Each brand new apartment home features designer touches including Berber carpeting, accent walls, floor-to-ceiling windows, and more. We also welcome pets so feel free to bring your furry friends home with you! Our Kent, WA apartments for rent are conveniently located in the heart of the Historic Downtown area. Enjoy living just minutes from local shopping, dining, entertainment, and public transportation. Don’t wait to give us a call and schedule a tour to make The Platform Apartments your new home. Apartment Features: Economical Forced-Air Heating Upgraded Faucets Designer Kitchens In-Unit Washer/Dryer Water Efficient Fixtures Stainless Steel Finish Appliances Community Features: Package Room with Amazon Hub Controlled Access Building Zero Deposit Community USB Charging Outlets Pre-Wired for Internet & Cable Flexible Monthly Payments with Flex Rent Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", average, expensive
8178,"3509 South Orchard Street, Tacoma, WA 98466 The Verandas Apartment Homes is a welcoming apartment community located in Tacoma. Tucked away in the South Tacoma neighborhood, The Verandas are conveniently close to several restaurants and shopping options. There are also two beautiful parks within minutes of our front doors. Apartment Features: Updated Appliances Dishwasher In-Unit Washer & Dryer Garbage Disposal Wood Burning Fireplaces Lots of Closet Space Community Features: Zero Deposit Community Flexible Monthly Payments with Flex Rent Outdoor Playground High Speed Internet Access Cabana with Coffee Service Fitness Center Call: show contact info For more information, visit us at: <URL> *Pricing and availability are subject to change daily. Photos may not be of the exact advertised unit. Please contact us today for the most up to date information! Is rent cheap, average, or expensive? <SEP>
", average, average
8639,"MOVE IN SPECIAL : 6 Weeks Free on a 12 month lease or longer Smith & Burns Apartments 4455 Interlake Ave North, Seattle, WA, 98103 Use this link for more info: <URL> Call Now: show contact info x 159 OR Text 159 to show contact info to contact us. Now Offering In-Person Tours! This is a 1 Bedroom, 1 Bath, Approximately 505 Sq. Ft. Smith & Burns is a well-crafted community in the heart of Wallingford, WA. Located at 45th and Interlake Ave. N. you will experience true convenience and ease of living at Smith & Burns. A quality grocer, dozens of cafes, and unique boutique retail is all within a couple blocks. Feel wonderful about supporting local business and have a great time while doing it! Inside Smith & Burns, Bauhaus inspired interiors paired with local found objects, salvaged materials, and custom art create a warm environment that truly speaks to the eclectic and friendly nature of Wallingford. LEED certified, Smith & Burns is dedicated to sustainable, green living. As a resident you will enjoy privileged access to the fitness center, library, lounge, rooftop deck, coffee bar, and creative entertainment spaces! Many special touches make Smith & Burns unique like you! Live at Smith & Burns and Love Your Home! Features - Washer & Dryer in Every Unit - Ceramic Tile - Walk In Closets in Select Units - Modern Cabinetry - Plank Flooring - Balconies on Select Units - USB Outlets - Quartz Counter-tops - GE Slate Finish Appliances Community Amenities - Coffee Bar - Studio Art Lounge - Library - Community Courtyard - Fitness Center - Orange Theory Fitness On-site - Rooftop Deck with Fire Pit & Gas Grill Driving Directions Located on the corner of N 45th St and Interlake Ave N Office Hours Monday-Friday:9:00AM-6:00PM Saturday:10:00AM-5:00PM Pet Policy 2 pet max No Breed Restrictions qMJd93Obdk1 Is rent cheap, average, or expensive? <SEP>
", cheap, average
5946,"Whether you're in the market for a studio, one or two bedroom apartment-or even a live/work space-the innovative options at Eastlake make the selection process effortless. This one bedroom one bathroom apartment features a fully equipped kitchen with granite countertops, stainless steel appliances, and a breakfast bar! VIEW OUR WEBSITE: <URL>/ Eastlake 2851, managed by Sares-Regis Group 2851 Eastlake Avenue E Seattle, WA 98102 show contact info Community Features * Cardio Room * Roof Deck * Extra Storage * Professionally Managed * Easy Freeway Access * Controlled Access * Minutes from Restaurants, Shopping, and Much More * Package Acceptance * Outdoor Grill Area * Dry Cleaning and Laundry Service * Bike Racks * Garage Parking * After-Hours Emergency Maintenance Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
