,prompt,expected_completion,actual_completion
269,"Furnished Studio - Great Monthly Rates ! Take advantage of our special discounted rate ! All utilities are included ! PRODUCT PRODUCT PRODUCT PRODUCT PRODUCT Looking for a place to call home for DATE DATE or longer ? We have everything you need without the hassles of traditional apartments , all at a great rate . Each room comes with a fully equipped kitchen and plenty of workspace . And unlike apartments , cable and ORG ORG ORG are already hooked up and free ! With no leases and no credit checks , we are move - in ready . So just bring yourself – and your furry family member – and feel right at home . Property Amenities All Rooms Non - Smoking Pet - Friendly Rooms Available Bi - Weekly Housekeeping Included Free Grab - and - Go Breakfast On - Site Guest Laundry On - Site Fitness Facility Free Off - Street Parking In - Room Amenities Fully Equipped Kitchens Full - Size Refrigerator Electric Range Oven Microwave Free In - Room Wi - Fi Flat Screen TVs ORG ORG with ORG ORG ORG ORG ORG ORG Staying DATE DATE DATE DATE ? We also have great nightly and DATE rates . Call for details . Booking conditions apply . Advertised rate is for a TIME TIME TIME stay , and will vary by room type and stay dates . Rates and availability subject to change . Rate not inclusive of taxes or fees . Actual room may vary from those shown . Pets are always welcome at ORG ORG ORG . A maximum of CARDINAL pets are allowed in each suite . Pet fees vary by location to cover the cost of cleaning and guest room fumigation . Service animals will be exempt from this charge . Height and length restrictions apply : pets can be no longer than QUANTITY QUANTITY and no taller than num inches . Larger , or CARDINAL CARDINAL CARDINAL pets requires property manager ’s approval . Please contact the property for questions . This site may contain errors , inaccuracies , omissions or incomplete data ( including without limitation mistaken hotel rates or availability ) . Extended Stay America reserves the right to rescind any stated offer and to correct any errors , inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged . ORG ORG ORG ORG ORG ORG PERSON PERSON PERSON . , GPE GPE , IL num Is rent cheap, average, or expensive? <SEP>
", average, expensive
96,"ORG ORG ORG in GPE is situated on QUANTITY QUANTITY of beautiful grounds featuring patios , stately trees , and a picturesque creek spanned by a scenic bridge . You will find yourself surrounded by the beauty of nature . ORG ORG ORG offers a variety of CARDINAL , & CARDINAL - bedroom apartments to meet your needs , ranging from QUANTITY QUANTITY QUANTITY QUANTITY QUANTITY of space . Each of our GPE apartments features amenities like a patio / balcony , central heating and air , and more . When you become a resident of our community , you will have access to our pool and sundeck , a secure package receiving locker , and other great features that set us apart from others in the area . ORG ORG is a pet - friendly apartment community that is proud to welcome your furry friends ! And talk about location ! We are close to everything you need . Purchase your groceries nearby at ORG ORG ORG . ' , "" Restaurants nearby include ORG ORG ORG , ORG ORG , and more . "" , "" Additionally , we are located near FAC FAC FAC FAC and Fitness Center Walgreens , ORG , ORG ORG ORG ORG ORG ORG ORG , and more . "" , ' Contact us DATE to make PERSON PERSON your new home ! -Carpeting -BBQ / Picnic Area -num Hour Emergency Maintenance -Amazon Hub Locker -Window Coverings -Off Street Parking -Spanish Speaking Staff -On - Site Management -View -Pool -On - Site Maintenance -Courtyard Call : show contact info DATE DATE DATE : numAM-numPM DATE : CARDINAL num W Glen Flora , GPE , IL num For more information , visit us at : < URL > Equal Housing PLACE . Specials are based on availability and may expire or change at any time . Specials and discounts may not be combined . Rates are subject to change without advance notice . Is rent cheap, average, or expensive? <SEP>
", average, average
210,"Live right by everything you need , PERSON PERSON PERSON , ORG , ORG ORG , ORG , ORG , and the list goes on ! Super close to ORG , just blocks away . Breathtaking apartments with exposed brick , large windows , and high ceilings . Modern hardwood floors , granite countertops , and stainless steel appliances . Live the luxurious IN - UNIT LAUNDRY lifestyle . Included in rent : ORG ORG Amenities : -Complimentary fiber Optic Internet -Fitness Center Come take a look at this gorgeous unit ! Other units are available too ! Call , text , or email for more information . PERSON PERSON PERSON PERSON PERSON PERSON , * Equal Housing PLACE * prices may be subject to change * pictures are for marketing purposes and may not reflect actual unit . Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
240,"Apartment with : * Large CARDINAL bedroom * Back deck * Between wrightwood and PLACE * Available DATE DATE * CARDINAL block to subway , shopping and restaurants * References and credit score required * $ MONEY + deposit * Please * call * after DATE and ask for PERSON PERSON ( CARDINAL ) CARDINAL - num Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
57,"PROPERTY INFO ID : num Rent : $ MONEY / ORG ORG ORG ORG ORG ORG CARDINAL Available Date : num/num/num Pet : Pet Friendly Parking : Street parking For fastest response text PERSON : CARDINAL - num - num VIDEO FROM DATE DATE DATE DATE DATE COPY AND PASTE THIS URL : < URL > Neighborhood : PLACE Cross Streets : ORG ORG ORG . and PERSON PERSON PERSON . - Dogs and cats are welcome ! Non - refundable fee of $ MONEY for ORDINAL pet and $ MONEY for a ORDINAL pet . DATE pet rent is $ MONEY / mo / pet . If your pets are registered service animals or emotional support animals , all pet fees will be waived . Ask me about other floor plans available in the building . ' , "" If this is n't the perfect fit , I 'm happy to help you with additional apartment options ! "" , ' Please copy this link and paste it in to your browser to complete a short rental questionnaire :   < URL > This PLACE walk - up features studio and CARDINAL - bedroom apartments with exposed brick , poured concrete floors , subway tiling , custom cabinetry , in - unit laundry , glass - enclosed rain showers , bike storage , and limited parking . When you walk in you ca n’t help but notice the historic charm and contemporary features . Part of the LOC LOC community area , GPE GPE has long been considered a destination for arts and culture , restaurants , and nightlife . Recent developments such as the Bloomingdale/num Trail have transformed unused rail lines into miles of bike / run / walk trails . At the corner of GPE , LOC and LOC LOC , the iconic PERSON hotel has long provided inspiration for the neighborhood . Adjacent is ORG ORG ORG ORG building which is home to many artist studios and galleries and features a DATE open house . Additional arts and entertainment outlets include ORG ORG ORG ORG ORG which feature live music . Apartment features : - Subway Tile Backsplash - Custom Cabinetry - In - Unit Washer / Dryer - Pet Friendly - Granite Countertops - Glass - Enclosed Rain Shower - Dishwashers in select units PERSON PERSON North Star Real Estate Group CARDINAL - num - num Is rent cheap, average, or expensive? <SEP>
", average, average
452,"Prime location in GPE one bedroom plus den . Central air & air - conditioning . ORDINAL floor . Laundry in the building . Available DATE DATE No PLACE deposit . Street parking always available not permitted . Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
301,"CARDINAL PERSON PERSON PERSON Link with virtual tour below : CARDINAL PERSON PERSON , Unit Anum https://uac.la/zgnumzLS Astounding CARDINAL bedroom , CARDINAL bathroom in the heart of PRODUCT features modern kitchen with granite countertops , breakfast bar , stainless steel appliances , dishwasher , microwave , open large combination living and dining rooms with gas fireplace , hardwood floors , spacious lofted bedroom with ceiling fan , awesome closet space , rehabbed bathroom , central heat and air , balcony , laundry in unit , and pets are welcome . Close to FAC FAC and ORG ORG stops ! UAnum Please Call PERSON PERSON at CARDINAL - num\unumc to schedule an appointment to view this apartment and mention Apartment ID : CARDINAL . Urban Abodes CARDINAL - num\unumc < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", expensive, average
496,"About num N. PLACE This great property has AMAZING complimentary amenities like a spacious sun deck perfect for tanning and relaxing in the summer ! There ’s always friendly management on site for any questions / concerns . Not to mention there ’s also some of GPE ’s best restaurants located just a block away on LOC LOC ! Rent includes ORG ORG ORG ORG CARDINAL Size : LARGE bedroom ( Fits king size bed ) , PERSON in closet , large couch and table fits family room Street view : Great view of the street Sunlight : Lots of Sunlight access Appliances : Stainless steel Complimentary Amenities Fiber internet Fitness room On site laundry ORG deck Bike storage PERSON PERSON PERSON PERSON PERSON PERSON PERSON Leasing Consultant A G o n z a l e z < URL > num.num.num < URL > Is rent cheap, average, or expensive? <SEP>
", average, average
359,"Call Apartment Guys and ask for reference # MONEY . Wonderful ORG CARDINAL bedroom with a modern kitchen including a dishwasher , hardwood floors , and central air conditioning . Easily walk to area attractions such as supermarkets , FAC FAC , buses and trains and GPE ’s gorgeous lakefront and parks ! Prices are subject to change . * * Photos may be of a similar unit or example of units.****For faster response best to call or text CARDINAL - num - num with reference # MONEY Is rent cheap, average, or expensive? <SEP>
", average, average
36,"Spacious and beautiful CARDINAL bedroom and CARDINAL bath unit located in the heart of GPE , sporting a CARDINAL walk score with a short walking distance from the nearby ORG ORG ORG ORG stop , restaurants , shopping , entertainment , and GPE GPE . ' , "" Start your day with a coffee from ORG ORG or a cinnamon roll from PERSON PERSON PERSON across the street , run errands at ORG or ORG , grocery shopping at nearby ORG ORG , or have a relaxing day at the Lake . "" , ' The open living room and dining area is perfect for entertaining and everyday life . Granite , stainless steel appliances , and gas stove in the kitchen with plenty of cabinets to fit your cooking desires . Updated bathroom with built - ins for towels and toiletries . Amazing storage with CARDINAL large closets and additional built - in cabinets for linens . In building laundry . Heat , wifi , and water are all included . Dogs and cats are welcome with a $ MONEY per month pet fee . Easy , free street parking . Available DATE DATE . Is rent cheap, average, or expensive? <SEP>
", average, cheap
30,"[ "" Got a CARDINAL bedroom CARDINAL bathroom apartment in LOC LOC that I 'm moving out of . "" , ' Looking for someone to take and start a new DATE DATE lease on the place , $ MONEY per month plus a $ MONEY move in fee / deposit . You would go through the application process with the actual landlord if interested . Looking to have someone move in during DATE DATE DATE DATE of DATE ideally but not super concrete on the date . Located in a great spot on LOC just a couple blocks from FAC FAC FAC , downtown GPE GPE , all that good stuff . ' , "" WORK_OF_ART WORK_OF_ART WORK_OF_ART is next door . "" , ' Can drive to CARDINAL in TIME TIME TIME TIME . ' , "" The apartment is big , I do n't know the exact square footage but the place has a spacious living room , a dining room , CARDINAL different large closets , a big bedroom , a bathroom with a bathtub , and lots of natural light throughout . "" , ' Kitchen includes a dishwasher . ORG is in the building basement and is coin operated . PRODUCT heating , bring a window unit for ORG . Pet friendly . ' , "" Parking is available generally in the neighborhood , but there 's the ORG ORG parking garage next door with DATE permit parking available . "" , ' You pay for electricity and cooking gas , but heating gas and water are included . Is rent cheap, average, or expensive? <SEP>
", average, cheap
20,"FAC FAC FAC , CARDINAL Bath num N. PLACE Available : MONEY MONEY MONEY per Month PLACE Wriglyeville gut - rehabbed CARDINAL bedroom , CARDINAL bath condo features central air , beautiful   kitchen with stainless steel appliances , dishwasher , oven / range , granite countertops , large living and dining rooms , hardwood floors throughout , queen size bedroom , ample closet space , updated ceramic tiled bathroom , private storage , rooftop deck , exercise room , steps to the Red Line ! Heat Included : No Air Conditioning : Yes PERSON : Yes Laundry : In Building Flooring : Hardwood Parking : Street Pets : Cats OK Square Feet : CARDINAL Apartment ID : CARDINAL Please call or text PERSON PERSON PERSON PERSON PERSON at num/num - num to schedule an appointment to view this apartment and mention Apartment ID above . Urban Abodes num.num.num < URL > num N. PLACE Avenue GPE , ORG ORG ORG ORG ORG Is rent cheap, average, or expensive? <SEP>
", average, average
549,"Please CALL or TEXT Joe at Property Rocks ( num - num - num ) refer to post i d : num ' , "" Enjoy downtown luxury apartment living in GPE 's LOC LOC LOC . "" , ' This apartment features a distinctive design that offers a new level of luxury . The designer interior and functional floor plan are complemented by a private balcony with unobstructed views , providing fresh outdoor living . Enjoy the best of everything with unparalleled amenities that let you experience resort - like features and services . The outdoor pool is wrapped in an expansive sundeck with cabanas and lounge chairs . Soak in the outdoor hot tub on crisp DATE evenings and in DATE DATE DATE . The lush landscaping blends private green space with the best of urban living . Cozy up with friends around one of our outdoor fire pits . ' , "" Enjoy views of the city skyline on a DATE 's TIME . "" , ' Outdoor kitchens with private dining spaces provide the perfect setting to entertain . Host game night in our lounge where shuffleboard and board games await some friendly competition . ' , "" The chef 's catering kitchen with long farmhouse table is ideal for a memorable meal with friends and family in a distinctive space that extends to the outside terrace . "" , "" Whether you 're a Mac or PC user , the full - service ORG ORG has everything you need . "" , ' Our professionally equipped fitness facility has cardio , strength and free weight equipment , with towel service . The yoga and group fitness room provide space for your practice and the dry sauna is ideal for a post - workout wind - down . For a faster response on this luxury LOC LOC apartment please call or text PERSON at Property Rocks CARDINAL - num - num and refer to post i d : DATE Is rent cheap, average, or expensive? <SEP>
", expensive, average
332,"Residences at FAC FAC Featured Floorplan : CARDINAL - bed / num - bath / QUANTITY QUANTITY ft DATE Rent : MONEY MONEY MONEY MONEY MONEY Deposit : $ MONEY ( CARDINAL ) num - num Description : YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Start your next chapter at The Residences at GPE GPE and prepare to indulge in our top - of - the - line amenities . Our residents can also enjoy access to a playground and gazebo . ' , "" At The Residences at GPE GPE , there 's something for everyone ! "" , WORK_OF_ART WORK_OF_ART WORK_OF_ART is a CARDINAL bedroom , CARDINAL bath apartment with a spacious living area and either a patio or balcony . Lease Terms : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE DATE DATE : Breed Restriction;Weight Restriction;Available in select buildings . We charge a $ MONEY fee per pet . We also charge $ MONEY for pet rent for each pet DATE . Pet Types : Cats and Dogs Breed restrictions apply . Weight restriction : CARDINAL CARDINAL CARDINAL lbs on the ORDINAL floor . Maximum pets per unit : CARDINAL Apartment Amenities : ✓ Balcony , Deck or Patio ✓ Dining Room or Eat - in Kitchen ✓ Dishwasher ✓ Heat and Air Conditioning ✓ Stainless Steel Appliances ✓ Upgraded Cabinets ✓ Walk - in ORG ORG ORG ORG ORG ORG : ✓ Cabana ✓ Controlled Access ✓ Grill ✓ Laundry Facility ✓ Online Payments Available ✓ Planned Social Activities ✓ Playground ORG ORG ORG ORG ORG ORG ORG ORG ORG ✓ Wi - Fi at Pool and Clubhouse ✓ TIME TIME TIME TIME - Floor Fitness Center with State - of - the - Art Equipment ✓ TIME TIME TIME Emergency Maintenance ✓ TIME TIME TIME Maintenance Commitment ✓ Brand New Luxurious Clubhouse ✓ Gameroom and num - Lane Bowling Alley ✓ Ice Skating Rink * * DATE Only ✓ Pet - Friendly Large Dogs Accepted ✓ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Call us : ( CARDINAL ) num - num num S Goebbert GPE GPE GPE , IL num Mon - Fri : TIME TIME TIME TIME TIME Sat : TIME TIME TIME TIME TIME Website : < URL>/ EQUAL HOUSING PLACE CnumAnumDnumA Is rent cheap, average, or expensive? <SEP>
", average, average
75,"PROPERTY INFO CARDINAL W Roscoe Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Available Date : num/num/num Pet : Cats Only This nicely updated CARDINAL bedroom , CARDINAL bathroom garden apartment in GPE features a kitchen with granite counter tops , stainless steel appliances , and a dishwasher . Hardwood flooring throughout , a den , central air and in - unit laundry . This building is cat friendly . Awesome location at FAC FAC FAC , near tons of bars and restaurants , across from ORG , CARDINAL blocks to ORG ORG ORG , CARDINAL block to the lakefront , and easy access to FAC FAC FAC FAC FAC Ceiling Fan Central Air Den Dishwasher Granite Counter Tops Hardwood Floors Laundry In ORG ORG ORG ORG ORG ORG ORG Team num N. Sheffield GPE , IL num < URL > Leasing Agent :   PERSON PERSON PERSON # : ORG ORG : ( num ) CARDINAL -num Is rent cheap, average, or expensive? <SEP>
", cheap, average
200,"- Large , vintage CARDINAL - bed - Updated kitchen - Dishwasher - Spacious living area w/ pocket NORP doors - King - sized bedroom - Central air - Gas - forced heat - Hardwood floors ORG ORG ORG ORG ORG in - building - Newer windows - Central Air / Gas Heat - Nearby bus routes : MONEY MONEY MONEY MONEY MONEY , MONEY MONEY MONEY MONEY to do nearby – shops , restaurants , nightlife , gyms - Near FAC FAC FAC FAC FAC FAC FAC FAC FAC FAC ! - Cats Welcome - TIME TIME TIME Emergency Call Center ICM Properties has been proudly managing apartments since DATE . Is rent cheap, average, or expensive? <SEP>
", average, cheap
77,"GPE GPE ! Spacious CARDINAL bedroom with a spectacular view of the city . DATE rent includes heat , a / c , water , basic cable and internet . Full amenity building with an indoor pool , cardio room and a state of the art weight room , racquetball court . ORG / valet parking is available for a fee . Close to park , lake and historic GPE GPE . ' , "" CARDINAL blocks to PERSON 's and red line . "" , ' Vicinity of ORG ORG ORG . Valet / garage parking available for a fee . ORG ORG ORG ORG ( CARDINAL ) CARDINAL - num ( CARDINAL ) CARDINAL - num Is rent cheap, average, or expensive? <SEP>
", average, cheap
263,"Residences at ORG ORG ORG ORG ORG ! CARDINAL ORG ORG ORG , IL num ( CARDINAL ) CARDINAL CARDINAL CARDINAL YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Discover the ideal apartment location when renting at Residences at GPE . Whether you are a graduate student at ORG ORG or an intern at ORG in Downtown GPE , the suburban beauty of GPE , GPE is your retreat . Located QUANTITY QUANTITY from GPE in a private neighborhood in GPE GPE GPE , experience a lovely community of renovated CARDINAL , CARDINAL , and CARDINAL - bedroom apartment homes . When you live here , getting around town is easy with ORG ORG ORG CARDINAL and CARDINAL TIME TIME away . Explore the neighborhood and see what else is nearby the FAC at GPE ! Bedrooms : CARDINAL |   Bathrooms :   num Square Footage : CARDINAL sq ft Rental Pricing : MONEY MONEY MONEY MONEY num / Month Our Residents Enjoy : ORG ORG ORG ORG ORG ORG ORG ◾ Online Payments Available ORG ORG ORG ORG ORG ORG ORG ORG ORG ◾ FAC FAC ORG ORG ORG ◾ Building Elevator Access ◾ ORG ORG , Free Weights , Peloton Bike and more ! ◾ ORG ORG ◾ New TIME TIME TIME State - of - the - Art Fitness Center ◾ Pet Friendly Bark Park ◾ Ping Pong Table and Pool Table ◾ Resort Style Heated Pool with Luxurious PERSON ( Coming Soon ) ◾ ORG ORG This Unit Comes With : FAC FAC or ORG ORG Cable Ready ◾ Hardwood Flooring ( select units ) DATE In - Home Washer / Dryer ◾ Marble Countertops ( select units ) ◾ PERSON PERSON ( select units ) ◾ ORG ORG ORG ( select units ) ORG ORG ORG in closets ( select units ) ◾ ORG ORG ORG ORG or PERSON ◾ ORG ORG ORG ORG ORG * DATE In - Home Washer / Dryer ◾ LOCATION Back FAC FAC FAC * DATE PERSON PERSON * ORG ORG ORG ORG * ORG ORG - in closets * Website : < URL>/ Phone - Number : ( CARDINAL ) CARDINAL CARDINAL CARDINAL Pet - Policy : Breed Restriction;We allow pets for a pet fee of $ MONEY per pet and rent of $ MONEY per pet per month . Lease - Length : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE Call for Directions EQUAL HOUSING PLACE FnumDnumAEnumFnumF Is rent cheap, average, or expensive? <SEP>
", average, average
203,"For rent is a CARDINAL bedroom , ORDINAL floor , num sf apartment in GPE park . Heat and water included . Hardwood floors . Kitchen includes dishwasher and gas stove . Spacious sunroom and dinign room . ORG ORG onsite . No dogs . Street parking does not require permit . Available DATE DATE DATE DATE . Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
149,"num Bedroom   num Bathroom | num sq ft | MONEY MONEY MONEY $ DATE DATE DATE Residences at ORG ORG ORG ORG ORG , IL num ( CARDINAL ) CARDINAL CARDINAL CARDINAL Description : YES , WE ARE OPEN ! CALL NOW TO SCHEDULE AN IN - PERSON TOUR ! OR LET US SHOW YOU THROUGH FACETIME ! Your new home will be prepped with a variety of stylish and convenient features at the FAC at GPE . Each unit displays open concept layouts with updated appliances and flooring . To find out even more about the luxury amenities we offer , view a full list of our amenities ! Apartment Amenities : FAC FAC or ORG ORG Cable Ready ◾ Hardwood Flooring ( select units ) DATE In - Home Washer / Dryer ◾ Marble Countertops ( select units ) ◾ PERSON PERSON ( select units ) ◾ ORG ORG ORG ( select units ) ORG ORG ORG in closets ( select units ) ◾ ORG ORG ORG ORG or PERSON ◾ ORG ORG ORG ORG ORG * DATE In - Home Washer / Dryer ◾ LOCATION Back FAC FAC FAC * DATE PERSON PERSON * ORG ORG ORG ORG * ORG ORG - in closets * Our Residents Enjoy : ORG ORG ORG ORG ORG Bowling Alley ◾ Online Payments Available ORG ORG ORG ORG ORG ORG ORG ORG ORG ◾ FAC FAC ORG ORG ORG ◾ Building Elevator Access ◾ ORG ORG , Free Weights , Peloton Bike and more ! ◾ ORG ORG ◾ New TIME TIME TIME State - of - the - Art Fitness Center ◾ Pet Friendly Bark Park ◾ Ping Pong Table and Pool Table ◾ Resort Style Heated Pool with Luxurious PERSON ( Coming Soon ) ◾ PRODUCT PRODUCT PRODUCT PRODUCT : Deposit : $ MONEY Terms : DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE , DATE DATE DATE Pets : Breed Restriction;We allow pets for a pet fee of $ MONEY per pet and rent of $ MONEY per pet per month . ( CARDINAL ) CARDINAL CARDINAL CARDINAL Website : < URL>/ EQUAL HOUSING PLACE AnumAnumBFnumCnum Is rent cheap, average, or expensive? <SEP>
", average, average
475,"[ "" I need to move so I 'm reletting a gorgeous CARDINAL bedroom apartment . "" , ' The apartment is spacious has south facing and west facing windows , and gets a huge amount of sunlight . Lots of storage space including CARDINAL large closets and a walk - in bedroom closet . Unit   has views of   quiet tree lined street . Building is concrete so you will barely ever hear your neighbors . There is a large laundry room on ORDINAL floor , bike room , secured entry / mailroom , and maintenance staff on site . Really easy to commute from on public transportation . TIME TIME walk to PERSON PERSON , close to ORG ORG ORG ORG stops . Close to CARDINAL and CARDINAL bus stops . TIME TIME walk to lake front running trails and park . Gross income needs to be CARDINAL rent unless you have a cosigner . Credit and background check will be run by the management company . Text : PERSON PERSON PERSON PERSON PERSON PERSON PERSON Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
76,"Text PERSON with the Apartment Guys at CARDINAL - num - num with reference number # num . Take advantage of this very affordable CARDINAL bed in GPE GPE GPE ! Updated unit with updated appliances and kitchen . TONS of natural sunlight , hardwood floors throughout , and plenty of space to work with . The unit is cat friendly and has ORG heat!**Prices subject to change * * * For faster response text PERSON with reference # MONEY at CARDINAL - num - num * Is rent cheap, average, or expensive? <SEP>
", average, cheap
2,"Spectacular space in the award winning ORG ORG ! This is CARDINAL SF of open work / live loft space on CARDINAL floors with a private entryway from the lush garden walkway inside the building walls . On the ground level is a spacious room with cobble wood floors , in - unit laundry and a professional chef - grade kitchen & bath . Beautifully sculpted spiral staircase accesses the ORDINAL floor which is flooded with sunlight from the double skylight and features a private south - facing deck / patio . The fantastic gated entry of ORG ORG ORG opens onto a lush garden walkway accented with iron sculptures , gargoyles , antique signage and a myriad varieties of NORP maples . QUANTITY QUANTITY west of ORG ORG in the true center of GPE , this location provides easy access to GPE GPE GPE GPE and LOC LOC LOC suburbs . The el is CARDINAL blocks east and FAC FAC FAC FAC is CARDINAL blocks north . Zoned for FAC FAC FAC . Respond to this post for a showing . Option for a num mo or CARDINAL mo lease starting DATE DATE DATE DATE . Is rent cheap, average, or expensive? <SEP>
", expensive, average
546,"CARDINAL bedroom apartment in prime ORG location ! ORG ORG ORG ORG . Features hardwood floors , large living area , good closet space . Laundry on site . Must see ! - Presented by ORG ORG , GPE IL Please , call or text GPE for a showing or video tour PERSON PERSON , Broker ORG ORG ORG num.num.num * Pictures , layout , and finishes may differ or be of a similar unit available within the building . Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
469,"Live in the heart of PLACE ! Steps to PLACE Red Line , ORG ORG , GPE , and ORG ORG ! This gorgeous gut rehab is located in a beautiful courtyard - style building and features a brand - new kitchen with new maple cabinets , a dishwasher , and built - in microwave , and in - unit laundry ! Large bedroom that easily accommodates a queen size bed . Central air ! New bathroom with newer fixtures ! Great closet space ! No PLACE deposit , only a move - in fee . Cats and Dogs are welcome!***Pics may be of a similar unit.***Prices are subject to change * * For faster response best to call or text PERSON from Apartment Guys at num - num - num with reference # MONEY Is rent cheap, average, or expensive? <SEP>
", expensive, average
52,"PROPERTY INFO ID : CARDINAL Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Available Date : CARDINAL Pet : Pet Friendly Rent Includes : : Gas , Heat , Water Parking : : attached garage LOC LOC LOC apt near Brown Line! ● Free Heat ● Free Gas ● On - Site W / D ● Pet - friendly ● Wood floors ● Send me a message DATE to schedule a private tour ! FEATURES ORG ORG ORG OK Dishwasher Dogs OK Garage Hardwood Laundry Light Pet Friendly Renovated Roof Deck Jessica FAC FAC CARDINAL Real Estate num N. Sheffield < URL > Is rent cheap, average, or expensive? <SEP>
", average, cheap
262,"PROPERTY INFO ID : CARDINAL Rent : $ MONEY / Month Beds : CARDINAL Bath : CARDINAL Available Date : num/num/num Pet : Pet Friendly Parking : : off - street parking Contact Will Hill to Schedule WORK_OF_ART WORK_OF_ART Today CARDINAL - num - num(text preferred ) Please Provide The Posting ID or PRODUCT PRODUCT When Contacting LOOKING FOR SOMETHING ELSE ? FOLLOW LINK TO APARTMENT QUESTIONNAIRE BELOW < URL > Hablar espanol contacta a PERSON . Texto preferido con detalles del listado CARDINAL - num - num * * Rental Price Requires DATE DATE DATE Lease * * Brand New Mid Rise Property in FAC FAC FAC ! Residents are steps from FAC FAC FAC for easy commutes downtown . ' , "" If you ' work from home every floor has a private office that can be used in addition to the ORDINAL floor resident lounge with an amazing view the PLACE Skyline . "" , WORK_OF_ART WORK_OF_ART your tour DATE to see the beautiful brand new property . ORG ORG ORG ORG -Dog walk -on site parking -numhrs door staff -package delivery room -secured entry ORG floor resident lounge and roof deck -game room -fitness center Apartment Amenities -floor to ceiling windows -laundry in unit -full range gas stove -num ft ceilings -stainless steel appliances PERSON PERSON num - num - num North Star Real Estate Group COMPANY SOCIAL MEDIA Follow North Star Real Estate at < URL > Tik Tok < URL > * Photos may be of model unit or similar available unit and are representative of apartment finishes . PERSON may vary depending on floor height . Is rent cheap, average, or expensive? <SEP>
", expensive, average
461,"This GPE CARDINAL - bedroom condo for rent is in a low - rise loft building with elevator access . Best view in the complex with a view out to the courtyard ( not exterior buildings ) . Additional shared rooftop deck as well overlooking PRODUCT PRODUCT PRODUCT . Exterior , gated parking Gut remodel in DATE with new floors , bathrooms , kitchen , closet system , and appliances . Functional layout with high ceilings and a large living area . Lots of storage and room for clothing . New deck in DATE A great on - site property manager who is very responsive . Elevator access in the low - rise building provides quick access to all floors . - Fitness room - Bike racks - Extremely secure - Complex setting with multiple buildings and newly remodeled exterior TIME TIME TIME TIME walk to ORG ORG stop at FAC FAC FAC access to FAC via ORG for easy on / off Great bars and restaurants are at your doorstep on FAC FAC . Minutes away from LOC LOC , GPE GPE , and inner neighborhood spots True GPE neighborhood that is primarily single - family homes and condos . Limited high - density residential that would otherwise crow the streets , making it easy to park Minimum of DATE DATE DATE lease term but PERSON desires DATE DATE DATE lease . Tenant responsible for utilities and any associated move - in fees at the building . Is rent cheap, average, or expensive? <SEP>
", expensive, cheap
