,prompt,expected_completion,actual_completion
9,"Residences at Lakeside 830 Foxworth Blvd Lombard, IL 60148 (630) 883-0344 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Rental Size: 1 BR - 1 BA - 682 sq ft Per Month: PRICE - PRICE Lease Length: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Whether you are a graduate student at the Midwestern University or an intern at Groupon in downtown Chicago, the suburban beauty of Lombard is your retreat from the bustle of the city. Located twenty miles from Chicago in a private residential neighborhood in Du Page County is Residences at Lakeside, a lovely community of renovated one, two and three bedroom apartments. Take a look inside and experience the elegant styling of these Lombard apartments. Your new home at Residences at Lakeside is prepared with a variety of features, both stylish and convenient. The open-concept layouts give the home a natural flow, making it easy to transition from room to room. Kitchens come in two styles: classic and renovated. Standard models have chic brown cabinets with black-on-black appliances, and our exclusive renovated units have stainless steel appliances and white cabinetry. Outside, join your Residences at Lakeside neighbors for a day of outdoor fun. Play a few games on the sand volleyball court, practice your swing ... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Features and Amenities: ➢ Arcade Games Room ➢ Bowling Alley ➢ Online Payments Available ➢ Onsite Maintenance ➢ Onsite Management ➢ Pet Park ➢ Soccer Field ➢ Tennis Court ➢ Building Elevator Access ➢ Cardio Equipment, Free Weights, Peloton Bike and more! ➢ Coffee Bar ➢ New 24-Hour State-of-the-Art Fitness Center ➢ Pet Friendly Bark Park ➢ Ping Pong Table and Pool Table ➢ Resort Style Heated Pool with Luxurious Cabanas (Coming Soon) ➢ Scenic Ponds . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . This Unit Comes With: ➢ Balcony or Patio ➢ Cable Ready ➢ Hardwood Flooring (select units) ➢ In-Home Washer/Dryer ➢ Marble Countertops (select units) ➢ Pond Views (select units) ➢ Stainless Steel Appliances (select units) ➢ Walk-in closets (select units) ➢ 1st Floor ➢ Balcony or Patio ➢ Classic Unit ➢ Hardwood Flooring* ➢ In-Home Washer/Dryer ➢ LOCATION Back ➢ Marble Countertops* ➢ Pond Views* ➢ Stainless Steel Appliances* ➢ Walk-in closets * . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Call us for more information! -- (630) 883-0344 -- Website: <URL>/ Pets: Breed Restriction;We allow pets for a pet fee of PRICE per pet and rent of PRICE per pet per month. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . EQUAL HOUSING OPPORTUNITY F1D5461AE95F411F Is rent cheap, average, or expensive? <SEP>
", average, cheap
323,"This beautifully rehabbed one-bedroom is located in the Edgewater neighborhood and has been remodeled with granite countertops, and stainless steel appliances including a dishwasher and microwave. It also has in-unit laundry and hardwood floors. Location 5 min or less walking to the train station, close by groceries stores and restaurants. Just some steps from the lake. Pictures may not be the actually unit. Prices are subject to change. Call and Text Sylvia Romero from Apartment Guys (312) 468-3409. Ask for reference Number 2192332 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
422,"445 W. Wellington Lakeview Dynamic one bedroom, one bathroom in East Lakeview features heat and cooking gas included, rehabbed kitchen with stainless steel appliances, open large combination living and dining rooms, hardwood floors, spacious bedroom, great closet space, rehabbed bathroom, laundry room in building, storage lockers, bike room, rooftop deck, and pets are welcome! UA1701 Please Call Timothy Weinert at 215/499-1336‬ to schedule an appointment to view this apartment and mention Apartment ID: 32206. Urban Abodes 215/499-1336 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
285,"511 West Belmont Ave One bedroom for rent in Lakeview. In-unit laundry, updated stainless steel appliances. Excellent price for the neighborhood. Pet friendly! Breed restrictions may apply. Please Call Adam Antonucci 847-533-0962 Residential Sales & Leasing Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
521,"1435 N. Dearborn Gold Coast Superb one bedroom one bathroom on the Gold Coast! Unit features cooking gas included, brand new kitchen with espresso cabinets, breakfast bar, stainless steel appliances, dishwasher, microwave, open large combination living and dining rooms, bright and sunny windows, gorgeous hardwood floors throughout, spacious bedroom, awesome closet space, new bathroom, laundry in unit, and pets are welcome! Walking distance to Clark and Division Blue line, shopping, nightlife, and more! UA1701 Please Call Enela Palavra at 847/791-6116‬ to schedule an appointment to view this apartment and mention Apartment ID: 30054. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
529,"Spacious 1 bedroom, 1 bath on the 3rd floor of an Edgewater midrise is available June 1. The residence features large, east-facing windows, lots of closet space, and central air conditioning/gas forced heat. The property is across the street from the Lake, near the Thorndale Red Line, Whole Foods, and many shops and restaurants. Covered parking is available for an additional PRICE/month. EHO Michael Keating Apartment People 928 W Diversey Pkwy Chicago, IL 60614 Is rent cheap, average, or expensive? <SEP>
", cheap, average
284,"One-Bedroom complete carpet central air heating. , stv refrig cable ready., 24hr security. all utilities include., laundry on premises shopping and Great trans at your door. CALL Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
351,"Spacious 1 bed condo in the heart of the Gold Coast is available starting 5/1. Monthly rent is PRICE and includes a dedicated garage spot in attached, secure garage. This building is in a fabulous location, one block from the Red line and Jewel. You’re just a few blocks to all the hot bars and restaurants in Old Town and the Gold Coast! Building has a 24 hour doorman, outdoor pool, common outdoor space with grills, and a workout room. Laundry facilities are available in the building. The unit is a spacious 1 bed, 1 bath with tons of closet space! Newer hardwood floors throughout, except bathroom and kitchen, which both have tile. The kitchen has granite counters and stainless steel appliances (oven/stove is being replaced prior to new tenant move in). Bathroom has granite counters. Minimum lease length of 12 months. Is rent cheap, average, or expensive? <SEP>
", average, average
560,"DON'T MISS THIS RENTAL! Check out this super sunny top floor coachhouse unit for rent. Large walk-in shower with mosaic tile. Kitchen has lots of cupboards. central air..queen sized bedroom ..Hurry on this one! Sorry no laundry on site and no pets. Walk to Danny's, Ocha Thai, Coast Sushi and the metra. Available August 1st. Wolcott/Armitage. APPLICATION DISCLAIMER: All applicants must view any NCG rental property with an NCG agent prior to starting the application process. Any applications submitted through the NCG website without viewing the property, or discussing with an NCG agent, will not be processed, or considered for the unit. Applicants can apply at their own discretion, but all applications fees are non-refundable. This apartment is advertised by the great folks at the North Clybourn Group. Check our website at <URL>. We've been specializing in Real Estate apartment rentals & sales in Chicago for almost 30 years. We have apartments ranging from studios to 4 bedrooms with monthly rents starting at PRICE going as high as PRICE/mo. Give us a call at 773-252-0600 or e-mail us to schedule an appointment. Is rent cheap, average, or expensive? <SEP>
", cheap, expensive
499,"Sublet A Beautiful, South and West Facing Corner Apartment in the Heart of West Loop!!! Enjoy All-Day Sun and Beautiful Sunsets in the Evenings! The Apartment has a large W/D, Refrigerator, Microwave, Dishwasher, etc. The Apartment Building has a Full-sized Gym and an Outdoor Pool! You're steps aways from the East Randolph St Restaurant Row and Bars! Grocery Stores are Only a few Steps Away! The Market value for the Apartment is PRICE but I snagged it for PRICE plus utilities. Is rent cheap, average, or expensive? <SEP>
", expensive, average
