,prompt,expected_completion,actual_completion
193,"Great Buena Park Location W/Easy Walk To Lake, Stores, & Transportation! Affordable 1bd/1ba Ready! Heat, Hot Water, & Trash Included! Pay Just Electric & Cable/Internet If Wanted! Large Living Room, Large Bedroom, & Ample Closet Space! Secure Entry, Elevator Building, Gym, Package Receiving, & In Building Laundry! Dogs Ok No Aggressive Breeds! Email Or Txt Joseph Perez Landstar Realty Group, Inc. 630-709-1606 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
140,"5650 N. Sheridan Edgewater Heavenly one bedroom, one bathroom in Edgewater Beach high rise features rehabbed kitchen with granite countertops, stainless steel appliances, dishwasher, microwave, spacious living area, separate dining area, built in AC units, large bedroom, great closet space, hardwood floors, on site laundry room, small pets are welcome, and parking is available. Building features rooftop sun deck, door attendant, elevator, fitness center, storage, package receiving, and on site Management. Steps to the Beach, shopping, restaurants and nightlife! Please Call Rebecca Bush at 323/445-0360‬ to schedule an appointment to view this apartment and mention Apartment ID: 38874. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", expensive, average
416,"820 Reba - 3N Evanston, IL 60202 Available early January! Third floor apartment with separate dining room in charming, vintage building. Walking distance to Purple Line El Stop, Metra stop, lots of dining options and coffee shops. Features: - Hardwood floors throughout - Natural sunlight - Large living room - Separate dining room - Storage unit included! (based on availability) - Large bike storage area available - Laundry on-site - Small pet friendly (cats & dogs up to 40lbs, breed restrictions, pet fee) - Responsive maintenance staff! (Images are of exact or very similar unit on site) Location Features: Evanston is beautiful and urban, with many amenities. Situated right on the lake, there are lots of parks and public beaches. Great shopping and restaurants off of several el stops heading toward downtown Evanston. The purple line el goes from downtown Evanston to downtown Chicago. If you are lucky enough to catch an express train, you'll zip into the city. Terms: PRICE Nonrefundable Move In Fee No Security Deposit Flat rate PRICE/mo (Includes: Heat, Water, Sewer & Trash) General Credit and Income Requirements: - 650+ credit score - Gross monthly income should be at least 3x the rent There are some exceptions to these requirements, such as being a full time student and having a cosigner, or being an international student Meltzer Real Estate Equal Housing Opportunity No Smoking Is rent cheap, average, or expensive? <SEP>
", average, cheap
148,"REHABBED LAKEVIEW ONEBEDROOM Excellent location @ Surf and Sheridan. Walking distance of Lincoln Park, Lake Michigan, CTA, restaurants, and grocery stores. Beautiful mid-rise building features: Laundry room Fitness center Rooftop deck Bike storage 24-hour maintenance Updated unit features: Large closet Granite countertops Dishwasher Rent includes: Water Cooking gas Trash Complementary amenities: Fiber Optic Internet NO security deposit! Don't wait! For more information and to schedule a tour call or text 312-216-7675 Agnes Kalinska Leasing Agent BJB Properties *Price is subject to change *Equal Housing Opportunity *Pictures might represent units with same or similar layout *Units are not furnished Is rent cheap, average, or expensive? <SEP>
", average, average
476,"3823.5 N. Fremont Wrigleyville Extraordinary one bedroom one bathroom in the heart of Wrigleyville! Unit features newer kitchen with dishwasher, separate dining area, spacious living room with ceiling fan, large bedroom, great closet space, hardwood floors throughout, newer bathroom, laundry room in building, pets welcome, and more! Steps to shopping, nightlife, transportation, and more! UA1701 Please Call Timothy Weinert at 215.499.1336‬ to schedule an appointment to view this apartment and mention Apartment ID: 24110. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
202,"Amazingly located queen sized one bedroom, one bathroom with hardwood floors, brand new kitchen appliances, central heat and air, new bath, linen closet, dishwasher, high ceilings, good closet space, laundry in building, one block to blue line el, Division street cafes, Milwaukee Ave. Shops, North Ave. Is rent cheap, average, or expensive? <SEP>
", cheap, average
152,"Very Spacious & newly updated 1BR! New kitchen with maple cabinets & new white appliances. King size bedroom. Huge living room, flooded with natural light! Hardwood floors throughout. Great closet space. Laundry in Building. Heat, Water/Trash included. Parking available! Is rent cheap, average, or expensive? <SEP>
", average, cheap
377,"Updated 1-bed - Attractive finishes - Heat & gas included - Cherry kitchen cabinets - Granite counter-tops - Black appliances - Dishwasher - Remodeled bath - Large living area - Eat-in kitchen - Queen-sized bedroom Pine Grove & Irving Park - FREE HEAT! - Laundry room on-site - Assigned building engineer - Cats welcome - Secured courtyard building - Great East Lakeview location - Close to Lake and Lakefront Trail - Many nearby bus lines (#146, #36, #151, #8, #152, #80, #135, #148) - Less than a half-mile to Sheridan Red Line Station - A few blocks to Wrigley Field - NO SECURITY DEPOSIT - 24-hour emergency call center ICM Properties has been proudly managing apartments since 1966. Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
391,"CLASSIC CHICAGO VINTAGE 1 bed in SUPER DOG and Cat friendly building(NO Weight Limit! Dog Fee Required-Breed Restrictions Apply). **FREE HEAT/WATER KITCHEN is getting ALL NEW floor, cabinets, sink! Stainless Steel Appliance(stove/fridge). Hardwood Floors. High Ceilings. Spacious living room. Bedroom fits Queen bed EASILY. BIG CLOSETS including ENTIRE WALL. Laundry on-site(use app no quarters!). Online rent payment! NON-SMOKING building. NOTE ON PICS: Exact unit - previous tenant's decor. Kitchen still in progress, couple pics of new cabinet/sink/floor. WALK TO IT ALL - Damen Brown Line (5 min walk), Bus to Red Line (1blk), Metra(2 blks), Mariano's(2 blks). Andersonville and Lincoln Square ALL within walking distance. Is rent cheap, average, or expensive? <SEP>
", cheap, average
337,"The Jr one bedroom is a little smaller but it has great updates such as a newer kitchen with granite countertops and stainless steel appliances. It also has lovely hardwood floors and has all utilities included! Prices are subject to change.***Photos may be of a similar unit. * For faster response best to call or text Gregory from Apartment Guys at 773-899-5505 with reference #2193185 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
380,"1BR/1BATH Available May 1st - Heat, water and scavenger included - Hardwood flooring - Living room with decorative fireplace - Formal dining room - Modern kitchen with granite counter tops, dishwasher, beautiful backsplash - Updated bathroom - Ceiling fans - Coin operated laundry on site - Near the Red Line Equal Housing Opportunity To schedule a showing, please TEXT: Stefani Real Estate Broker Landstar Realty Group 312-857-8656 Is rent cheap, average, or expensive? <SEP>
", average, expensive
525,"Lakeview 1 Bed, 1 Bath 3904 N. Janssen Available: Now PRICE per Month Gorgeous junior one bedroom one bathroom garden unit in the heart of Lakeview features newer kitchen with dishwasher, spacious living area with ceiling fan, large bedroom, awesome closet space, newer bathroom, beautiful hardwood floors throughout, newer bathroom, laundry room in building, and pets are welcome! Walking distance to transportation, shopping, restaurants, and more! UA1701 Heat Included: No Air Conditioning: No Dishwasher: Yes Laundry: In Building Flooring: Hardwood Parking: Street Pets: Cats and Dogs OK Square Feet: 600 Apartment ID: 21273 Please call or text Genesis Martin at 224/645-2561‬ to schedule an appointment to view this apartment and mention Apartment ID above. Urban Abodes <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
10,"PROPERTY INFO ID: 212381878 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly TOUR: Call/Text Azalia @ 630.853.6340 Walking distance to everything... Shopping, Dining and CTA This is an amazing deal for this unit, DON'T MISS OUT Located in the Printer’s Row area of the South Loop, this beautiful 2018 high-rise is a perfect example of quality luxury apartments in this ever-popular neighborhood. Less than a 10-minute walk will find you enjoying the Showplace Icon Theater, Whole Foods, and dozens of practical and trendy shops and restaurants. The area also has a transit score of 100, with easy access to I-90/94/290 and several buses and train lines to take you into/out of the city. You’re also just a couple blocks away from Michigan Ave! The property has a focus on green living, is smoke-free and health-positive focus. Enjoy the state of the art fitness center, yoga and flex studio, expansive outdoor lawn and bocce court, gas grills and firepits, and pool and spa with cabanas. Let's not forget to mention that this is also the first building downtown with a private bowling alley! You might feel like you’re on vacation! Impressively appointed, each luxury apartment is equipped with keyless Bluetooth smartphone unit entry, NEST thermostats, gigabit internet service and LED under cabinet lighting. Expansive windows, custom built closets, stainless steel appliances, in-unit washers and dryers, quartz countertops and designer tile backsplash are just more reasons to love where you live. Parking is available for a fee, both covered and uncovered. This building is cat and dog-friendly (limited breed and weight restrictions) and your pet will get plenty of pampering with two outdoor pet parks and an interior pet spa. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-Weight Limit Flooring-Hardwood Only Laundry- W/D In Unit Luxury Property New Property Pool-Outdoor Security-24 Hour Doorman Smoking-No Stove-Gas Azalia Allen 630-853-6340 HotSpot Rentals(License #481.011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", expensive, average
269,"Residences at Arlington Heights - A place to call home! Bed: 1 / Bath: 1 Sq. Footage: 635 sq ft Rent: PRICE - PRICE/Month Terms: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! We offer the perfect location with I-90, I-290 and the Ned Brown Preserve located just minutes away from our community. At The Residences at Arlington Heights, residents are able to take advantage of our location by indulging in nearby shopping, dining, entertainment, and more! The Meadow is a one bedroom, one bath apartment with a spacious living area and either a patio or balcony. Our Apartment Homes Feature: ◾ Balcony, Deck or Patio ◾ Dining Room or Eat-in Kitchen ◾ Dishwasher ◾ Heat and Air Conditioning ◾ Stainless Steel Appliances ◾ Upgraded Cabinets ◾ Walk-in Closets ◾ Wood Floors Our Residents Enjoy: ◾ Cabana ◾ Controlled Access ◾ Grill ◾ Laundry Facility ◾ Online Payments Available ◾ Planned Social Activities ◾ Playground ◾ Renters Insurance Program ◾ Walking/Biking Trails ◾ Wi-Fi at Pool and Clubhouse ◾ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ◾ 24-Hour Emergency Maintenance ◾ 48-Hour Maintenance Commitment ◾ Brand New Luxurious Clubhouse ◾ Gameroom and 2-Lane Bowling Alley ◾ Ice Skating Rink ** Winter Only ◾ Pet-Friendly Large Dogs Accepted ◾ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Contact Info: (847) 305-3424 2134 S Goebbert Rd Arlington Heights, IL 60005 Website: <URL>/ Mon - Fri: 9:00 AM - 6:00 PM Sat: 9:00 AM - 4:00 PM Pets: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 EQUAL HOUSING OPPORTUNITY C3867A60319D4A Is rent cheap, average, or expensive? <SEP>
", average, average
96,"Sharp 4-room apt on the second floor next to the Francisco stop on the Brown Line. Hardwood floors, remodeled kitchen, laundry, storage, easy street parking, nice view. Available Aug 1. good credit required 680+. for showings please call 773-854-7042. I do not respond to emails. Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
210,"Call or text Dan at Apartment Guys 773-490-0966 and ask for reference #2202890. Live in this lovely 1 bedroom in an awesome Ravenswood/Lincoln Square location! The unit has an updated kitchen that includes a dishwasher, stainless steel appliances, and granite countertops. Enjoy hardwood floors throughout and having HEAT INCLUDED! The building has laundry on-site and is cat friendly. Prices are subject to change.***Photos may be of a similar unit or examples****For faster response best to call or text 773-490-0966 with reference #2202890 Is rent cheap, average, or expensive? <SEP>
", cheap, average
240,"Call Max with the Apartment Guys at 630-405-8540 and ask for reference #70864 Breathtaking views of Lake Michigan, Belmont Harbor, and the Chicago Skyline! Live in one of Lakeview’s premier hi-rise apartment buildings! Lovely updated kitchen with a dishwasher! This building is packed with amenities: an amazing rooftop pool, fitness center, door-person, and rooftop patio/grill area. Modern kitchens, wall-to-wall carpeting! Cats are welcome! **Pictures may be of similar unit, prices subject to change** Features: -On-site laundry -Fitness center -Rooftop pool -Business center -Doorperson -On-site management team *For faster response contact Max with reference #70864* Max C -(630) 405-8540 Leasing Consultant Apartment Guys Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
57,"Available for 10 month lease, top floor 1 bedroom located at the edge of Logan Square and Avondale neighborhoods. Renewing lease can be negotiated with your landlord (me!) Move-in ready, top floor unit with only one other quiet neighbor on the same floor. Quiet, tree-lined street with views of trees from living room and bedroom windows. Cross breeze flows through the apartment meaning you will need AC less often. Dishwasher, tub, FREE in-building laundry and shared building front patio area. Only 5 minutes to the Logan Square blue line, co-op grocery store and Family Dollar, and Second Shift community coworking space. Available 8/1. Renter to set up utilities in their name. Sorry, no pets. Open House: Saturday July 23, 11am - 3pm Is rent cheap, average, or expensive? <SEP>
", average, average
452,"Residences at Arlington Heights 2134 S Goebbert Rd Arlington Heights, IL 60005 Pricing: PRICE - PRICE/Month* Bedrooms: 1 Bathrooms: 1 Square Footage: 648 sq ft (847) 305-3424 Features in this apartment home: − Balcony, Deck or Patio − Dining Room or Eat-in Kitchen − Dishwasher − Heat and Air Conditioning − Stainless Steel Appliances − Upgraded Cabinets − Walk-in Closets − Wood Floors About the community: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! We offer the perfect location with I-90, I-290 and the Ned Brown Preserve located just minutes away from our community. At The Residences at Arlington Heights, residents are able to take advantage of our location by indulging in nearby shopping, dining, entertainment, and more! The Arlington is our biggest one bedroom unit at 648 square feet. It features a spacious living area and either a patio or balcony. Amenities at our property: − Cabana − Controlled Access − Grill − Laundry Facility − Online Payments Available − Planned Social Activities − Playground − Renters Insurance Program − Walking/Biking Trails − Wi-Fi at Pool and Clubhouse − 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment − 24-Hour Emergency Maintenance − 48-Hour Maintenance Commitment − Brand New Luxurious Clubhouse − Gameroom and 2-Lane Bowling Alley − Ice Skating Rink ** Winter Only − Pet-Friendly Large Dogs Accepted − Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings Additional information: Terms: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month Pets: Breed Restriction;Weight Restriction;Available in select buildings. We charge a PRICE fee per pet. We also charge PRICE for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Website: <URL>/ Phone: (847) 305-3424 Professionally managed by JRK Property Holdings *Prices are subject to change without notice EQUAL HOUSING OPPORTUNITY FC01089D421C4F6 Is rent cheap, average, or expensive? <SEP>
", expensive, average
301,"624.5 W. Barry Lakeview Comfortable one bedroom one bathroom in the heart of Lakeview! Unit features updated kitchen with dishwasher, separate dining area, spacious living room, large bedroom, awesome closet space, hardwood floors throughout, newer bathroom, laundry room in building, and pets welcome! Steps to shopping, nightlife, transportation, and more! UA1701 Please Call Timothy Weinert at 215/499-1336‬ to schedule an appointment to view this apartment and mention Apartment ID: 25231. Urban Abodes 215/499-1336‬ <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
510,"Check out this RARE FIND in an amazing Wicker Park location! Almost Brand-New, 1-bedroom, 1-bath, LOFT-STLYE UNIT in a FORMER STOREFRONT w/ SUPER-HIGH 12’ CEILINGS. Very spacious layout with separate living/dining/working spaces, amazing closet & storage space, and an huge eat-in kitchen! Condo-Quality finishes throughout including: almost brand-new kitchen with w/ quartz counters, tons of cabinets & commercial grade stainless steel appliances, large luxury modern bathroom, hardwood floors throughout, great closet space, central air and heat, washer & dryer in-unit, and MORE. These unit are finished with the finest materials. One uncovered PARKING space INCLUDED. Tenant pays heat, ac, gas, electric, cable and internet (only water, sewer, trash are included). Pets negotiable w/ extra fee. Available 7/1/23. Is rent cheap, average, or expensive? <SEP>
", average, average
359,"PROPERTY INFO ID: 113289943 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: - Pet: Pet Friendly Parking:: attached garage Milissa Jordan 773-520-8701 HotSpot Rentals (License #481.011892) Text/Call Anytime OR Email with link to ad and answers to the following: To expedite your search: When is your move date? Is it flexible? If so, how far in either direction? Pets? Weight and breed? Budget (just rent)? Need parking? Must haves/ deal breakers? Likes/ dislikes? Preferred Neighborhoods? Days/ times available for tours? Conveniently located in the charming neighborhood of University Village and right near Little Italy and the Medical District, this property is close to Rush University, Stroger Hospital and the UIC campus. Offering easy access to the I-290 and 1-90/94 expressways, it is less than 5 minutes from the CTA Pink Line and public buses that run to the Loop or downtown. Unwind on Taylor Street, where you can find endless bars and restaurants, or walk to any one of four parks less than a half mile away. On-site amenities include an outdoor pool, BBQ/picnic area, gym and business center. These resident and student friendly apartments are quiet and spacious, with ceiling fans and walk-in closets. All units have been renovated with hardwood flooring and new kitchens. Select units also offer balconies. The building has on-site washers and dryers and a fob security key system. Parking is available on-site at an additional charge and there is permit street parking within walking distance. Cats and dogs are accepted throughout (dog breed restrictions apply, but there is no weight limit) and there is a dog park on-site for your furry friend. FEATURES Balcony-Some Units Central Air-Yes Dishwasher-All Dogs-Weight Limit Flooring-Hardwood Only Laundry-On Site Pool-Outdoor Security-Intercom/Key Fob Security-Part-Time Doorman Smoking-No Stove-Electric Value Property Milissa Jordan 773-520-8701 HotSpot Rentals(License #481.011892) Disclaimer: Photos may not be of exact unit available and may be of various model units and various vacant units. Apartment availability and lease terms may vary. Pricing, availability, and specials are subject to change at any time and without notice. Please note that the price may be net effective of a special or concession that the building is currently running. Information is believed to be accurate, however, is subject to errors and omissions. HotSpot Rentals services the following neighborhoods: South Loop, Printers Row, Near North, River North, Gold Coast, West Loop, Fulton River District, West Loop Gate, The Loop, Streeterville, Lakeshore East, New East Side, Old Town, Medical District, University Village, Near North, River West, Lincoln Park South, Lakeview, Uptown, Ukrainian Village, Wicker Park, Edgewater, Ravenswood, Bronzeville, Logan Square Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
36,"Sunny spacious junior one bedroom apt with an eat in kitchen. This unit has two small bedrooms with high ceilings and hardwood floors. In addition there is a deeded outdoor parking spot . Close to all major transportation photos available upon request call 773 6106165 Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
30,"FIND THE GOOD. LEAVE IT BETTER!!! Perfectly situated in the heart of Chicago’s Old Town, this wonderful building brings you the ideal blend of historical charm and modern convenience with a fresh take on mixed-use apartment living. Come home to comfort and efficiency with inspired design in every detail of our one-bedroom home with all of the elegant touches you deserve. The best thing about this fantastic place is our proximity to food, grocery, nightlife, and entertainment. Perfectly situated at the center of Old Town, our residents enjoy living within walking distance or a short drive from Bistro Margot, Treasure Island Foods, and great places to grab drinks with friends like Benchmark, Fireplace Inn, and Old Town Social. Need to get around town but don't have a car? Our proximity to public transportation is your ticket to a stress-free commute or easy access to explore downtown. Whether you are taking it all in at the top of 360 Chicago observatory, exploring culture at the Museum of Contemporary Art, or soaking up the sun at North Avenue Beach, when you live here you enjoy an all-access pass to the best of city living. Discover your perfect place in the heart of Chicago. Take a tour today!!! Call OR Text us at (312) 522-5643 with your move in date, budget, location and # of beds/baths PROPERTY INFO ID: 303063112 Rent: PRICE / Month Beds: 1 Bath: 1 Pet: Pet Friendly Is rent cheap, average, or expensive? <SEP>
", average, average
20,"Wrigleyville 1 Bed, 1 Bath 4144 N. Sheridan Available: 10/1/2022 PRICE per Month Sterling Wriglyeville gut-rehabbed one bedroom, one bath condo features central air, beautiful  kitchen with stainless steel appliances, dishwasher, oven/range, granite countertops, large living and dining rooms, hardwood floors throughout, queen size bedroom, ample closet space, updated ceramic tiled bathroom, private storage, rooftop deck, exercise room, steps to the Red Line! Heat Included: No Air Conditioning: Yes Dishwasher: Yes Laundry: In Building Flooring: Hardwood Parking: Street Pets: Cats OK Square Feet: 800 Apartment ID: 12314 Please call or text Mary Ann de la Cruz at 773/852-3421 to schedule an appointment to view this apartment and mention Apartment ID above. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", average, average
547,"Spacious 1 bedroom apartment in the best part of Avondale! Tons of natural light. Large living room, large bedroom. Pet friendly building. Target - 5 min walk Jewel - 5 min walk Addison Blue Line - 13 min walk Close to Chicago River and Horner Park Is rent cheap, average, or expensive? <SEP>
", average, cheap
332,"4036.5 N. Ashland Wrigleyville Unreal one bedroom, one bathroom garden unit in the heart of Wrigleyville features rehabbed kitchen with espresso cabinets, granite countertops, stainless steel appliances, dishwasher, microwave, large living area, ample closet space, rehabbed bathroom, laundry room in building, and pets are welcome! Steps to shopping, nightlife, transportation, and more! UA1701 Please Text or Call Michael Maneykowski at 323/840-4067 to schedule an appointment to view this apartment and mention Apartment ID: 25835. Urban Abodes 773.676.9000 <URL> 3923 N. Ashland Avenue Chicago, IL 60613 Equal Opportunity Housing Is rent cheap, average, or expensive? <SEP>
", cheap, average
75,"1BR unit with hardwood floors throughout, modern bath and kitchen with dishwasher, central heat & air, and shared laundry in basement. Walking distance to the Chicago Ave. Strip! Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
200,"Residences at Lakeside RENT: PRICE - PRICE / MONTH SIZE: 802 sq ft BEDROOMS: 1 BATHROOMS: 1 LEASE TERMS: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (630) 883-0344 UNIT FEATURES: ● Balcony or Patio ● Cable Ready ● Hardwood Flooring (select units) ● In-Home Washer/Dryer ● Marble Countertops (select units) ● Pond Views (select units) ● Stainless Steel Appliances (select units) ● Walk-in closets (select units) ● 1st Floor ● Balcony or Patio ● Classic Unit ● Hardwood Flooring* ● In-Home Washer/Dryer ● LOCATION Back ● Marble Countertops* ● Pond Views* ● Stainless Steel Appliances* ● Walk-in closets * YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Whether you are a graduate student at the Midwestern University or an intern at Groupon in downtown Chicago, the suburban beauty of Lombard is your retreat from the bustle of the city. Located twenty miles from Chicago in a private residential neighborhood in Du Page County is Residences at Lakeside, a lovely community of renovated one, two and three bedroom apartments. Take a look inside and experience the elegant styling of these Lombard apartments. Your new home at Residences at Lakeside is prepared with a variety of features, both stylish and convenient. The open-concept layouts give the home a natural flow, making it easy to transition from room to room. Kitchens come in two styles: classic and renovated. Standard models have chic brown cabinets with black-on-black appliances, and our exclusive renovated units have stainless steel appliances and white cabinetry. Outside, join your Residences at Lakeside neighbors for a day of outdoor fun. Play a few games on the sand volleyball court, practice your swing ... PROPERTY FEATURES: ● Arcade Games Room ● Bowling Alley ● Online Payments Available ● Onsite Maintenance ● Onsite Management ● Pet Park ● Soccer Field ● Tennis Court ● Building Elevator Access ● Cardio Equipment, Free Weights, Peloton Bike and more! ● Coffee Bar ● New 24-Hour State-of-the-Art Fitness Center ● Pet Friendly Bark Park ● Ping Pong Table and Pool Table ● Resort Style Heated Pool with Luxurious Cabanas (Coming Soon) ● Scenic Ponds PET POLICY: Breed Restriction;We allow pets for a pet fee of PRICE per pet and rent of PRICE per pet per month. VISIT OR CALL US TODAY! 830 Foxworth Blvd Lombard, IL 60148 (630) 883-0344 Website: <URL>/ EQUAL HOUSING OPPORTUNITY 0C20DEBFD1224D95 Is rent cheap, average, or expensive? <SEP>
", expensive, expensive
77,"King size bedroom with large walk-in closet. New hardwood floors. Heat included & Pet friendly! Walking distance to Milwaukee Ave. shops, grocery and restaurants! Is rent cheap, average, or expensive? <SEP>
", average, cheap
263,"Looking for someone to take over the lease from 2/1/2022 - 8/1/2022. Apartment is 5 minutes away from Sheridan redline and 5 minutes away from Jewel Osco. The apartment gets a lot of sunlight and is in a quite location. Fully Furnished - Bed, work desk, and table provided (along with cooking utensils if you would like). I am moving out of the country permanently. Once the lease is up, you would have the option to renew the lease. Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
203,"Call Dan at Apartment Guys at 773-490-0966 and ask for reference #1384403. One bedrooms located in the heart of Lincoln Park with HEAT included and a dishwasher! Fantastic Clark/Fullerton area! One bedroom apartments with hardwood floors and beautiful archways. Granite & stainless steel appliances. Updated bathroom with marble tiling! Base rent includes heat, water and cooking gas. Mandatory phone charge of only PRICE per month, includes all nationwide calls and intercom service. Other features include laundry in building, 24-hour desk staff, free fitness center and guest suite rentals available. These units are just steps away from the lake, park and Clark St. shopping and restaurants Prices are subject to change. ***Photos may be of a similar unit.****For faster response best to call or text 773-490-0966 with reference #1384403 Is rent cheap, average, or expensive? <SEP>
", cheap, average
149,"PROPERTY INFO ID: 3676823 Rent: PRICE / Month Beds: 1 Bath: 1 Available Date: 04/01/2023 Pet: Pet Friendly One-bedroom in Roscoe featuring: - Washer-dryer combo - Stainless steel appliances - Pet friendly - Dishwasher - Ample closet space and kitchen cabinets for storage are other positives - City College of Chicago, Clybourn Station, and Strip Center are within walking distance. FEATURES Cats Ok Courtyard Dishwasher Dogs Ok Electric Heat Granite Counter Tops Laundry in Unit On-Site Laundry Pergo Flooring Porch Renovated Stainless Steel Appliances Updated Bathroom Updated Kitchen The Apartment Source Text for quicker response 773-404-9900 Is rent cheap, average, or expensive? <SEP>
", average, average
551,"Sunny 1 Bedroom apartment in Great Logan square location Quiet building, 2nd floor, west facing Laundry room is accessed from inside the building, bike room also. Building features: -clean and bright laundry room on site -bike storage room -elevator building -private courtyard with charcoal grills -close to public transportation (bus and L) -secure intercom entrance Photos of actual unit for rent No utilities included. Radiator heat, bring your own ac unit. No security deposit, Just a 1 time PRICE move in fee. Pet Friendly! Small rent increase plus 1 time PRICE pet fee per pet. Please have credit 650 or higher and income 3 x the rent; or a well-qualified co-signer. Please call or text me to set a showing appointment. Tony Rothberg MLS ID: 179465 The Apartment Source (773) 387-1482 Tony@ <URL> 2533 W. Fullerton Ave. Chicago, IL 60647 Looking for something else? Tell me your apartment requirements and contact info at <URL> Check out all my other available apartments here and let me know which of them you'd like to tour! https://ygl.is/tony-rothberg Is rent cheap, average, or expensive? <SEP>
", expensive, average
469,"*Call/text Max with the Apartment Guys with reference #2193054* This one bedroom is super affordable for living in the heart of Lakeview! Units have hardwood floors throughout, a/c units already installed, and are both dog and cat friendly. The building has a 24/7 fitness center and laundry room, parking on site for an extra fee, and a nicely updated lobby/lounge area. Live it up in Lakeview being steps away from all the restaurants, bars, and activities that Broadway and Halsted have to offer! **Photos may be of similar unit, prices subject to change** ** For faster response contact Max with reference #2193054** Max Chamberlain -(630) 405-8540 Leasing Consultant Apartment Guys Is rent cheap, average, or expensive? <SEP>
", cheap, cheap
