documents,poverty,race,class
"Take advantage of our special discounted rate! All utilities are included! 888-844-0952 Looking for a place to call home for a month or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home. Close to Woodfield Mall and other shopping areas as well as many great restaurants! Right off I-90 and near other highways, providing good access to downtown Chicago. Property Amenities Pet-Friendly Rooms Available Weekly Housekeeping Included On-Site Guest Laundry In-Room Amenities Fully Equipped Kitchens Electric Range Microwave Free In-Room Wi-Fi Flat Screen TVs Free Cable with Premium Channels Iron & Ironing Board Staying less than 1 month?  We also have great nightly and weekly rates.  Call for details. Booking conditions apply. Advertised rate is for a 30-night stay, and will vary by room type and stay dates. Rates and availability subject to change. Rate not inclusive of taxes or fees. Actual room may vary from those shown. Pet Policy: A $25 (+ tax) per day, per pet non-refundable cleaning fee for the first month (not to exceed $150 + tax per pet), payable the first night of your stay. Each month thereafter is a $10 non-refundable fee (+tax) per day for the first 5 days of each month (not to exceed $50 + tax per month, per pet). Weight, size, and breed restrictions may apply. This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged. Extended Stay America Suites - 2400 Golf Rd., Rolling Meadows, IL 60008']",nonpoor,aawhite,nonpoor_aawhite
HUGE WALK-IN CLOSET HIGH CEILINGS 3RD FLOOR FRONT UNIT (TOP FLOOR UNIT) SS APPLIANCES *FREE* LAUNDRY IN BASEMENT $42 CREDIT CHECK. NO APPLICATION FEE. NO PETS PERMITTED'],nonpoor,aawhite,nonpoor_aawhite
"Management Office | 773-494-2006 1BR/1BA Apartment - Chicago 1005 W Hollywood Ave, Chicago, IL 60660 $1,250/mo KEY FEATURES Bedrooms: 1 Bed Bathrooms: 1 Bath Parking: 1 Off street | Guest parking Lease Duration: 1 Year (See Details Below) Deposit: $0 Pets Policy: No Pets Allowed Laundry: Shared Property Type: Apartment DESCRIPTION Beautifully Renovated Residence. LIVING ROOM: High ceiling, Ceiling fan, Natural woodwork, Oak flooring throughout. STUDY / OFFICE KITCHEN: Dishwasher, Gas stove, Refrigerator, Built-in microwave. NEW BATHROOM: Great water pressure, Glass block window, Shelving for storage. CUSTOM CLOSET: Long hang, Double hang, Built-in shelving. No Pets. ADDITIONAL AMENITIES: Laundry facilities, Bike storage, Parking available, Heat and hot water included. CLOSE TO: Excellent public transportation, Express bus To Water Tower (15 Minutes), Red Line L To Downtown (20 Minutes), Lakefront Parks and Beaches, Bike path, Historic District Main Street Shopping. CALL 773.494.2006 between 9 am - 8 pm. Text / Email Anytime. Include your phone number in any responses. RENTAL FEATURES Living room Walk-in closet Range / Oven Refrigerator Dishwasher Microwave Fenced yard Lake Air conditioning Ceiling fans Double pane / Storm windows Cable-ready High-speed internet Intercom system Hardwood floor Tile floor High / Vaulted ceiling COMMUNITY FEATURES Vintage building Secured entry Gated entry Near transportation Guest parking Off-street parking LEASE TERMS Annual Lease. Per Person: $70 Credit Application/$300 Administration Fee. No Security Deposit. Contact info: Management Office 773-494-2006']",nonpoor,aawhite,nonpoor_aawhite
- 3 Bedrooms - 1 Bathroom - Central Ac/Heat - Maple Hardwood Floors - Large Windows - Generous Bedroom Size - W/D Hook-Ups - Stainless Steel Appliances - Granite Counter Tops - Walking Distance to Lake/Golf Course - Near South Shore Brew/CHASE BANK/Local Mart Grocery/Surfs Up/Gimme Sum Shuga Bakery - Section 8 Welcome Call Office Regarding Details ! ! ! ! [ SRG PROPERTY SERVICES AND PUBLISHING ]'],nonpoor,black,nonpoor_black
"Full Formal Dining Room. Living Room with Gas Fireplace and full wall of windows. 3 bedrooms EASILY accommodate Queen bed/1 can handle King. BIG DOG OK! Sorry, no Pittbulls or aggressive breeds, cats welcome too! OWNER OCCUPIED. LAUNDRY in BASEMENT. Sorry, no yard access. PHOTOS of the ACTUAL UNIT! IMPORTANT NOTE: For the safety and security of the current tenants, the address is the BLOCK number, not the actual building number. This property is on the 4900 Block of Rockwell. PLEASE NOTE: NO applications will be accepted without a showing and the only applications allowed are those offered and accepted directly through the Brokerage on the listing. This property does NOT accept Zillow Applications. Tenant Pays all utilities except water. GOOD CREDIT REQUIRED. FRIENDLY Building, the garden tenants have been there 5 years and LOVE IT, last tenants in this unit were in this unit 5 years also!']",nonpoor,aawhite,nonpoor_aawhite
"ID: 298574709 Rent: $4,100 / Month Beds: 4 Bath: 3 Available Date: 08/01/2022 Pet: No Pets Rent Includes:: Water Parking:: attached garage 4 Bedroom 3 Bath in Amazing Location Featuring: *  Eat-in kitchen with stainless steel appliances, 42"" maple cabinets, granite counter tops. Includes dishwasher, built-in microwave and disposal. * Three full bathrooms * Central heat and air conditioning. * Many ceiling fans throughout. * New thermopane windows throughout. * In-unit washer and dryer. * Private rear porch. * All bedrooms fit full or queen beds. * Sorry, no pets **Photos are currently of a similar unit in the building The Apartment Source Call or text: 773.387.5772']",nonpoor,aawhite,nonpoor_aawhite
"****Tenant Pays Heat **** Two  Bedroom Apartment - Available July 5, 2022.................................. Rent Starting at $1,200.00/Per Month To make an appointment please call contact Eric 773 593 1147   or the office at 773 989 8000 ***Pictures shown may not be of actual unit available***', ""Don't miss out, make your appointment today!"", 'LEASE TERMS: *12 Month Lease ** No Security Deposit ***$400.00 Move in Fee ****$75.00 Credit/ Background Check Fee (per Person Over the Age Of 18) *****NO DOGS Managed By: Realty & Mortgage Co. 1509 W. Berwyn Ave., #200 Chicago, IL 60640 (P) 773-989-8000 (F) 773-989-6979 Equal Opportunity Housing']",nonpoor,aawhite,nonpoor_aawhite
"660 W Wrightwood Rent: $1,695 / Month Beds: 1 Bath: 1 Available Date: 06/01/2022 Pet: Pet Friendly Rent Includes:: Gas Parking:: attached garage Charming Lincoln Park apt near Red Line!●Free Gas●Elevator●On-Site W/D●Pet-friendly●Wood flrs. Call today to schedule a private tour! Fantastic Vintage Building in Chicago’s Great Lincoln Park Neighborhood If you are a deep dish fan, get excited as Lou Malnati’s is only 2 blocks away! Steps away from Clark Ave, so using the CTA buses are a breeze for any commuter. Amenities: Cooking Gas Included Hardwood Floors Separate Kitchen Dishwasher Updated Bathroom Air Conditioning Mini Blinds Ceiling Fans Plenty of Closet Space Laundry on site Garage Parking Pet Friendly Building FEATURES A/C Cats OK Ceiling Fan Dogs OK Eat In Kitchen Elevator Garage Hardwood Hardwood Floors Laundry Laundry in Building Parking Available Pet Friendly Storage Window/Wall A/C']",nonpoor,aawhite,nonpoor_aawhite
"Call Apartment Guys at 773-549-3474 and ask for reference #2202723. This incredible apartment has a very large full living room and dining room, the kitchen features cabinets and a full pantry with tons of space to fill. The 1 Bedroom definitely fits queen size, the 2nd room would be a great office space. Call Apartment Guys at 773-549-3474 and ask for reference #2202723 . Pictures may not be of exact unit. Pricing subject to change. NO Laundry on site. Laundry mat ½ mile away.']",nonpoor,aawhite,nonpoor_aawhite
" 3 BDRM/2 Bath spacious two-level apartment, 2 living areas, 2000 sq. ft. in beautiful DePaul/Lincoln Park.  Great location!  Hardwood floors, washer/dryer, dishwasher, central air and heat and back patio area.  Free laundry.']",nonpoor,aawhite,nonpoor_aawhite
"(2) Two bedrooms (1) One bathroom Newly Decorated Eat-in kitchen with dishwasher Forced Air Heat Window Air-Conditioning is a responsibility of the tenant. (Maintenance will assist in your installation) Coin laundry on site (no need to leave the property) MARKBWEISS.COM FOR APPLICATIONS, PICTURES AND VIDEOS Application fee: $49.00 per applicant (students require co-signers) Move In Fee as additional rent: $ 350.00 per adult. Utilities: Tenant pays $49.00 for shared building utilities ( ie., gas, electric, water and scavenger) as additional rent. Electric for individual apartment is billed respectively from ComEd. People Energy annual heat disclosure as of 12/12/2021: is $116.91 per month. Pet Rent: $ 300.00 (No Pits of Pit Mix) Text Mr. Field at 312-617-3630 for an appointment Owner Is Licensed Real Estate Broker In Illinois Mark B. Weiss Real Estate LLC has previously entered into an agreement with the property owner to provide certain property management and real estate brokerage services to the property owner.', ""Neither Mark B. Weiss Real Estate LLC nor any of it's employees will be acting as your agent but will instead be acting as the agent for the property owner.""]",nonpoor,aawhite,nonpoor_aawhite
"Can be live/work for the right candidate pending portfolio review. Available August 1, 2022. $600/month, 1 year lease required, $600 one-time, non-refundable move-in fee, $55 application fee with credit check. Must include 8 images of artwork with application. No loud music playing or noise making allowed in building. Tenant must pay own electric, heat is electric baseboard. No appliances are included. Common bathroom with shower. Common utility sink down the hall. Cable hookups but tenant must provide own service and router for WiFi 24 hr access in an historic 1904 telephone exchange building. Enjoy a quiet and respectful community of working artists. Walking distance from Western and Damen Blue line stops, 24hr bus lines.']",nonpoor,aawhite,nonpoor_aawhite
"Apartments Available on and priced at $1,875.00 **Photos are representative** You can contact Anvar at 773-491-2337 if you would like to schedule a viewing. If you are interested in other availability you can visit our website at www.aptrentals.com. Lease Terms: $400 move-in fee $75 application fee per applicant $100 cat fee (If applicable) Property Managed by: Realty & Mortgage Co 1509 W. Berwyn Ave., Suite #200 Chicago, IL 60640 (P) 773-989-8000 (F) 773-989-6979 For more information or listings please visit our website at: www.aptrentals.com']",nonpoor,aawhite,nonpoor_aawhite
"$1900.00 / Month --------------------------- Interested in this property? Reply to this listing for more information. --------------------------- Property Details: 2 BEDROOMS | 2 BATHROOMS 2BR TOWNHOME IN LOVELY LE PARC! END UNIT W/ PRIVATE ENTRANCE IN CUL-DE-SAC. FANTASTIC FEATURES - TWO-STORY ENTRY, VAULTED CEILINGS THROUGHOUT W/ SKYLIGHTS, SPACIOUS LR W/ BRICK FIREPLACE, EAT-IN KITCHEN, AND DR W/ SLIDER TO PRIVATE BALCONY! LRG BEDROOMS, 2 FULL BATHS, AND LAUNDRY ROOM! ATTACHED GARAGE W/ STORAGE SPACE AND PRIVATE ENTRANCE. GREAT LOCATION - CLOSE TO SHOPPING & RESTAURANTS! DISTRICT 102 & STEVENSON! ***Small Dogs, Cats Allowed*** Property Type: Townhouse Lease Terms: $1900.00/Month $1900.00 Deposit Lease Length: One Year Available: 08/01/2022 Unit Amenities: Dishwasher Dryer Freezer Microwave Oven Washer Refrigerator Garbage Disposal Building Amenities: Garage Alarm System Fireplace Near Parks Vaulted Ceiling Wired For Internet On Site Laundry Off Street Parking --------------------------- Interested in this property? Reply to this listing for more information.']",nonpoor,aawhite,nonpoor_aawhite
"Take advantage of our special discounted rate! All utilities are included! 888-844-0952 Looking for a place to call home for a month or longer? We have everything you need without the hassles of traditional apartments, all at a great rate. Each room comes with a fully equipped kitchen and plenty of workspace. And unlike apartments, cable and Wi-Fi are already hooked up and free! With no leases and no credit checks, we are move-in ready. So just bring yourself – and your furry family member – and feel right at home. Property Amenities All Rooms Non-Smoking Pet-Friendly Rooms Available Weekly Housekeeping Included Free Grab-and-Go Breakfast On-Site Guest Laundry Free Off-Street Parking In-Room Amenities Fully Equipped Kitchens Full-Size Refrigerator Electric Range Microwave Free In-Room Wi-Fi Flat Screen TVs Free Cable with Premium Channels Iron & Ironing Board Staying less than 1 month?  We also have great nightly and weekly rates.  Call for details. Booking conditions apply. Advertised rate is for a 30-night stay, and will vary by room type and stay dates. Rates and availability subject to change. Rate not inclusive of taxes or fees. Actual room may vary from those shown. Pets are always welcome at Extended Stay America. A maximum of two pets are allowed in each suite. Pet fees vary by location to cover the cost of cleaning and guest room fumigation. Service animals will be exempt from this charge. Height and length restrictions apply: pets can be no longer than 36 inches and no taller than 36 inches. Larger, or more than two pets requires property manager’s approval. Please contact the property for questions. This site may contain errors, inaccuracies, omissions or incomplete data (including without limitation mistaken hotel rates or availability). Extended Stay America reserves the right to rescind any stated offer and to correct any errors, inaccuracies or omissions including after a reservation order has been submitted and whether or not the order has been confirmed and your credit card charged. Extended Stay America Suites - 1201 E. Touhy Ave., Des Plaines, IL 60018']",nonpoor,aawhite,nonpoor_aawhite
"Rental Rates: $1319 - $1689/month Location: 2134 S Goebbert Rd Arlington Heights, IL 60005 Unit for Rent: 1-BR 1-BA | Square Feet: 600 sq ft | Lease Length: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 PROPERTY AMENITIES ❖ Cabana ❖ Controlled Access ❖ Grill ❖ Laundry Facility ❖ Online Payments Available ❖ Planned Social Activities ❖ Playground ❖ Renters Insurance Program ❖ Walking/Biking Trails ❖ Wi-Fi at Pool and Clubhouse ❖ 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ❖ 24-Hour Emergency Maintenance ❖ 48-Hour Maintenance Commitment ❖ Brand New Luxurious Clubhouse ❖ Gameroom and 2-Lane Bowling Alley ❖ Ice Skating Rink **Winter Only ❖ Pet-Friendly Large Dogs Accepted ❖ Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings APARTMENT AMENITIES ❖ Balcony, Deck or Patio ❖ Dining Room or Eat-in Kitchen ❖ Dishwasher ❖ Heat and Air Conditioning ❖ Stainless Steel Appliances ❖ Upgraded Cabinets ❖ Walk-in Closets ❖ Wood Floors ADDITIONAL INFO Description: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! We offer the perfect location with I-90, I-290 and the Ned Brown Preserve located just minutes away from our community. At The Residences at Arlington Heights, residents are able to take advantage of our location by indulging in nearby shopping, dining, entertainment, and more! The Woodfield is a one bedroom, one bath apartment with a large walk-in closet, a spacious breakfast bar and either a patio or balcony. Pet Policy: Breed Restriction;Weight Restriction;Available in select buildings. We charge a $350 fee per pet. We also charge $35 for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Website: https://www.theresidencesatarlingtonheights.com/ Residences at Arlington Heights: (847) 305-3424 EQUAL HOUSING OPPORTUNITY 1D97EAB5D8A04D6']",nonpoor,aawhite,nonpoor_aawhite
"ID: 299091412 Rent: $2,500 / Month Beds: 2 Bath: 1 Available Date: 08/01/2022 Pet: Cats Only Rent Includes:: Water $75 application fee for credit check. The Apartment Source Call or text: 773.403.2787 Christianne Hendee']",nonpoor,aawhite,nonpoor_aawhite
" This unit was completely renovated in 2018 with many modern features; i.e. stainless steel appliances, quartz countertops, hardwood floors, in unit washer/dryer plus much more.  An open floor plan perfect for entertaining, with huge windows providing an abundance of natural light, overlooks Harrison Street, the main thoroughfare in the Arts District.  1- Parking space is available for an additional $100 per month. Incredibly convenient location, close to the Blue Line with easy access to I- 290.  The neighborhood has been transformed into a wonderful collection of shops, cafes, restaurants, galleries and all that the Arts District has to offer right at your doorstep.']",nonpoor,aawhite,nonpoor_aawhite
"Address: 2134 S Goebbert Rd Arlington Heights, IL 60005 Bedrooms: 2 | Baths: 1 | Sq. Footage: 864 sq ft | Pricing: $1595 - $2034/Month Terms: 4-Month, 5-Month, 6-Month, 7-Month, 8-Month, 9-Month, 10-Month, 11-Month, 12-Month, 13-Month, 14-Month, 15-Month, 16-Month, 17-Month, 18-Month (847) 305-3424 + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + Features in this apartment home: ● Balcony, Deck or Patio ● Dining Room or Eat-in Kitchen ● Dishwasher ● Heat and Air Conditioning ● Stainless Steel Appliances ● Upgraded Cabinets ● Walk-in Closets ● Wood Floors + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + Amenities at our property: ● Cabana ● Controlled Access ● Grill ● Laundry Facility ● Online Payments Available ● Planned Social Activities ● Playground ● Renters Insurance Program ● Walking/Biking Trails ● Wi-Fi at Pool and Clubhouse ● 24-Hour 2-Floor Fitness Center with State-of-the-Art Equipment ● 24-Hour Emergency Maintenance ● 48-Hour Maintenance Commitment ● Brand New Luxurious Clubhouse ● Gameroom and 2-Lane Bowling Alley ● Ice Skating Rink **Winter Only ● Pet-Friendly Large Dogs Accepted ● Resort Style Heated Pool Surrounded by Relaxing Chaise Furnishings + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + About the community: YES, WE ARE OPEN! CALL NOW TO SCHEDULE AN IN-PERSON TOUR! OR LET US SHOW YOU THROUGH FACETIME! Start your next chapter at The Residences at Arlington Heights and prepare to indulge in our top-of-the-line amenities. Our residents can also enjoy access to a playground and gazebo.', ""At The Residences at Arlington Heights, there's something for everyone!"", 'The Eisenhower is a spacious two bedroom apartment with one and a quarter baths.  The master suite has an oversized walk-in closet and there is either a patio or balcony off of the living room. Pets: Breed Restriction;Weight Restriction;Available in select buildings. We charge a $350 fee per pet. We also charge $35 for pet rent for each pet monthly. Pet Types: Cats and Dogs Breed restrictions apply. Weight restriction: up to 100 lbs on the first floor. Maximum pets per unit: 2 Phone: (847) 305-3424 Mon - Fri: 9:00 AM - 6:00 PM Sat: 9:00 AM - 4:00 PM Website: https://www.theresidencesatarlingtonheights.com/ Management: JRK Property Holdings *Prices are subject to change without notice EQUAL HOUSING OPPORTUNITY 7014791797EC4C7']",nonpoor,aawhite,nonpoor_aawhite
"No sublets, must apply / sign for new 12 month lease. Features: Brand New Stainless Steel Appliances Prime Logan Square Location off Milwaukee Ave King Size Rooms Tall Ceilings 2 Levels Large Walk In Closets Extra Storage Closet Back Porch Parking Spot Included Pets Allowed - Including Large Dogs No Pet Fee or Pet Rent BS Central Air and Heat In-Unit Washer and Dryer Dishwasher Ice Maker / Water Spout in Fridge']",nonpoor,aawhite,nonpoor_aawhite
"(3) Three Bed (2) Two Bath Central Air Conditioning Hardwood floors Large living Room Eat in kitchen with dishwasher Central Heat and Air Conditioning Coin operated laundry in building Room Dimensions: Kitchen 12’ x 13’4” Bathroom #1 5’8”x 8’ Bathroom #2 7’10” 3’7” Living room 13’10” x 12’11” Den 12’4”x 6’10” Master Bedroom 15’8” x 13’11” Walk in Closet 4x4 Bedroom #2 8’3” x 9’ Bedroom #3 11’ x 9’3” Optional Items: Parking $ 200.00 per month. Cleaning service available for $200.00 per month. MARKBWEISS.COM FOR APPLICATIONS, PICTURES AND VIDEOS Application fee: $49.00 per applicant (students require co-signers) Move In Fee as additional rent: $ 350.00 per adult. Utilities: Tenant pays $49.00 for shared building utilities ( ie., gas, electric, water and scavenger) as additional rent. Electric for individual apartment is billed respectively from ComEd. People Energy annual heat disclosure as of 12/12/2021: is $107.15 per month. Pet Rent: $ 300.00 (No Pits of Pit Mix) To schedule a showing look at the video then text Mr. Moore (312) 617-3630. Owner Is Licensed Real Estate Broker In Illinois Mark B. Weiss Real Estate LLC has previously entered into an agreement with the property owner to provide certain property management and real estate brokerage services to the property owner.', ""Neither Mark B. Weiss Real Estate LLC nor any of it's employees will be acting as your agent but will instead be acting as the agent for the property owner.""]",nonpoor,aawhite,nonpoor_aawhite
"Updated apartment features new kitchen with espresso cabinets, granite counter tops, stainless steel appliances with a dishwasher and microwave. Open floor plan. Queen size bedroom. Internet (Xfinity/Comcast) is included for all units! Pets ok Central Air / Gas Forced Heat. Indoor/Outdoor parking available!']",poor,aawhite,poor_aawhite
"The unit is located at the Imprint Chicago building. Beautiful new building with expansive amenities. The building contains a large common area lounge, demonstration kitchen, large elevated outdoor terrace with several fire pits and grills, gym, indoor dog run, and 30th-floor observation deck with fire pits and scenic views of Lake Michigan. A large convertible/studio with Floor to Ceiling Windows With UV Blocking Roller Shades. Whirlpool stainless steel appliances, washer/dryer in unit, vast closet space, spacious bathroom with a walk-in shower, and frameless glass door. The unit also features individually controlled HVAC systems with smart wiring-enabled thermostats. 24-hour concierge and secure access in the heart of Printer’s Row with highly convenient access to the red and blue L lines with a bus stop right out front! Walking distance to several restaurants and grocery stores, farmer’s market behind the building every week in the summer, and full-size Target only 1 block away! Easily walk to Trader Joe’s, Whole Foods, and several other stores on Roosevelt. Printer’s Row is also a fantastic location for local specialty shops and independently and locally owned businesses. Base rent is $1,820 + $125 Utility Fee = $1945. Utility fee includes water, sewer, trash, gas, and high-speed internet! Pets are $25 monthly/each with no breed or weight restrictions (2 pets max per apartment). Optional parking space. Applications are submitted through building management and will be added to the lease upon approval. The application fee is $65 per applicant and I’m happy to reimburse application fees upon approval and lease signing!']",nonpoor,aawhite,nonpoor_aawhite
